Gen,Group,DataSet,Bichat1.reads,Bichat1.RPK,Bichat1.Uniq,Bichat1.Coverage,Bichat10.reads,Bichat10.RPK,Bichat10.Uniq,Bichat10.Coverage,Bichat11.reads,Bichat11.RPK,Bichat11.Uniq,Bichat11.Coverage,Bichat13.reads,Bichat13.RPK,Bichat13.Uniq,Bichat13.Coverage,Bichat2.reads,Bichat2.RPK,Bichat2.Uniq,Bichat2.Coverage,Bichat3.reads,Bichat3.RPK,Bichat3.Uniq,Bichat3.Coverage,Bichat6.reads,Bichat6.RPK,Bichat6.Uniq,Bichat6.Coverage,Bichat7.reads,Bichat7.RPK,Bichat7.Uniq,Bichat7.Coverage,Bichat9.reads,Bichat9.RPK,Bichat9.Uniq,Bichat9.Coverage,BichatK1.reads,BichatK1.RPK,BichatK1.Uniq,BichatK1.Coverage,BichatK10.reads,BichatK10.RPK,BichatK10.Uniq,BichatK10.Coverage,BichatK11.reads,BichatK11.RPK,BichatK11.Uniq,BichatK11.Coverage,BichatK13.reads,BichatK13.RPK,BichatK13.Uniq,BichatK13.Coverage,BichatK2.reads,BichatK2.RPK,BichatK2.Uniq,BichatK2.Coverage,BichatK3.reads,BichatK3.RPK,BichatK3.Uniq,BichatK3.Coverage,BichatK6.reads,BichatK6.RPK,BichatK6.Uniq,BichatK6.Coverage,BichatK7.reads,BichatK7.RPK,BichatK7.Uniq,BichatK7.Coverage,BichatK9.reads,BichatK9.RPK,BichatK9.Uniq,BichatK9.Coverage,postF266.reads,postF266.RPK,postF266.Uniq,postF266.Coverage,postPIG20.reads,postPIG20.RPK,postPIG20.Uniq,postPIG20.Coverage,postPIG26.reads,postPIG26.RPK,postPIG26.Uniq,postPIG26.Coverage,postPIG29.reads,postPIG29.RPK,postPIG29.Uniq,postPIG29.Coverage,postPIG31.reads,postPIG31.RPK,postPIG31.Uniq,postPIG31.Coverage,postPIG528.reads,postPIG528.RPK,postPIG528.Uniq,postPIG528.Coverage,postPIG94.reads,postPIG94.RPK,postPIG94.Uniq,postPIG94.Coverage,postPIG96.reads,postPIG96.RPK,postPIG96.Uniq,postPIG96.Coverage,preF266.reads,preF266.RPK,preF266.Uniq,preF266.Coverage,prePIG20.reads,prePIG20.RPK,prePIG20.Uniq,prePIG20.Coverage,prePIG26.reads,prePIG26.RPK,prePIG26.Uniq,prePIG26.Coverage,prePIG29.reads,prePIG29.RPK,prePIG29.Uniq,prePIG29.Coverage,prePIG31.reads,prePIG31.RPK,prePIG31.Uniq,prePIG31.Coverage,prePIG528.reads,prePIG528.RPK,prePIG528.Uniq,prePIG528.Coverage,prePIG94.reads,prePIG94.RPK,prePIG94.Uniq,prePIG94.Coverage,prePIG96.reads,prePIG96.RPK,prePIG96.Uniq,prePIG96.Coverage,DataGroup
(Bla)CMY-44:FJ437066:1-1134:1134,(Bla)-CMY,AbR,0.28313993695889306,0.24946249952325392,0,0.471781305114638,0.26595951577548843,0.23432556455990183,0,0.474426807760141,0,0,0,0,0,0,0,0,10.179708205935498,8.96890590831322,0,0.988536155202822,0,0,0,0,0.057219151524667236,0.050413349360940295,0,0.178130511463845,0.0597624109495255,0.0526541065634586,0,0.178130511463845,0,0,0,0,111.39850982195453,98.14846680348411,1,0.977954144620811,1.0632709127212348,0.9368025662742163,0,0.947089947089947,11.754380902328672,10.356282733329223,0,0.999118165784832,0.8750886312594138,0.7710031993474996,0,0.775132275132275,5988.775533838538,5276.4542148357195,109,0.999118165784832,0.9839877980882507,0.8669496018398661,0,0.892416225749559,73.73124933563716,64.96145315915165,0,0.963844797178131,1.2617888759430909,1.111708260742811,0,0.911816578483245,0.7206904746949775,0.6349695812290567,0,0.78042328042328,0.35652288930427767,0.31411708308746966,0,0.58641975308642,0.04447337388000479,0.03918358932159013,0,0.178130511463845,0.12693520655848825,0.11183718639514359,0,0.295414462081129,0.11439967815557212,0.10079266797847761,0,0.324514991181658,0.11077252258776354,0.09759693620067252,0,0.319223985890653,0,0,0,0,0.06514060469241649,0.05739260325323039,0,0.178130511463845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-45:FN546177:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.113606204598254,8.817442201044676,0,0.988656195462478,0,0,0,0,0,0,0,0,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,110.38089850171099,96.23443635720228,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.921504801413914,10.393639757117612,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,5982.285475744182,5215.593265688034,1,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,74.04389067557625,64.55439466048504,0,0.962478184991274,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-46:FN556186:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,9.981402201923766,8.70218151867808,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,109.30342769204137,95.2950546574029,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.782234885509544,10.27221873191764,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.863874345549738,5949.716101637644,5187.197996196737,1,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,74.25231823553565,64.73611005713677,0,0.964223385689354,1.2267391849446716,1.0695197776326681,0,0.912739965095986,0.776128203517668,0.6766592881583847,0,0.881326352530541,0.4278274671651332,0.37299691993472855,0,0.672774869109948,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-47:HM046998:1040-2185:1146,(Bla)-CMY,AbR,0.21235495271916977,0.18513945311174332,0,0.440663176265271,0.13297975788774422,0.11593701646708289,0,0.253926701570681,0,0,0,0,0,0,0,0,7.733934156457488,6.742749918445929,0,0.943280977312391,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0,0,0,0,0,0,0,0,102.24000793976268,89.13688573649769,0,0.965095986038394,1.0345338610260661,0.9019475684621318,0,0.93630017452007,12.840686246382742,11.195018523437428,0,0.99912739965096,0.7989939676716388,0.6965945664094491,0,0.760907504363002,5551.619510638902,4840.121630897029,0,0.996509598603839,0.8103428925432652,0.7064890083201957,0,0.885689354275742,80.03618302440896,69.77871231421861,0,0.988656195462478,1.2267391849446716,1.0695197776326681,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.4278274671651332,0.37299691993472855,0,0.672774869109948,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.1904028098377324,0.16600070604858955,0,0.397033158813264,0.19066613025928686,0.16623027921472247,0,0.56457242582897,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-48:HM569226:1040-2185:1146,(Bla)-CMY,AbR,0.21235495271916977,0.18513945311174332,0,0.440663176265271,0.13297975788774422,0.11593701646708289,0,0.253926701570681,0,0,0,0,0,0,0,0,7.866138159131975,6.858010600812526,0,0.943280977312391,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0,0,0,0,0,0,0,0,106.07101526303248,92.4769095580059,0,0.965095986038394,1.0345338610260661,0.9019475684621318,0,0.93630017452007,12.924248195925363,11.26787113855741,0,0.99912739965096,0.7989939676716388,0.6965945664094491,0,0.760907504363002,5615.656735230458,4895.95181798644,0,0.996509598603839,0.8103428925432652,0.7064890083201957,0,0.885689354275742,80.1925036943785,69.91499886170728,0,0.988656195462478,1.29683856694151,1.130635193497392,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.4278274671651332,0.37299691993472855,0,0.672774869109948,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.1904028098377324,0.16600070604858955,0,0.397033158813264,0.19066613025928686,0.16623027921472247,0,0.56457242582897,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-49:GQ402541:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,9.981402201923766,8.70218151867808,0,0.988656195462478,0,0,0,0,0,0,0,0,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,109.48300616031963,95.45161827403602,0,0.975567190226876,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.392279120977314,9.932239861357719,0,0.99912739965096,0.7989939676716388,0.6965945664094491,0,0.773996509598604,5937.748196344382,5176.763902654219,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,73.8875700056067,64.41810811299639,0,0.962478184991274,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-5:Y17716:2374-3519:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.179708205935498,8.875072542227976,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,111.45836931138062,97.17381805700167,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.782234885509544,10.27221873191764,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,6002.351068201044,5233.087243418529,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,73.8875700056067,64.41810811299639,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-50:FN645444:1-1146:1146,(Bla)-CMY,AbR,0.21235495271916977,0.18513945311174332,0,0.440663176265271,0.13297975788774422,0.11593701646708289,0,0.253926701570681,0,0,0,0,0,0,0,0,7.535628152445757,6.56985889489604,0,0.948516579406632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.56394223583214,87.67562531458766,0,0.965095986038394,1.0345338610260661,0.9019475684621318,0,0.93630017452007,12.50643844821226,10.903608062957494,0,0.964223385689354,0.7609466358777511,0.6634233965804275,0,0.760907504363002,5397.346661808849,4705.620454933602,3,0.99912739965096,0.8103428925432652,0.7064890083201957,0,0.885689354275742,78.26454876475407,68.23413144268034,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.4278274671651332,0.37299691993472855,0,0.672774869109948,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.1904028098377324,0.16600070604858955,0,0.397033158813264,0.19066613025928686,0.16623027921472247,0,0.56457242582897,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-51:JQ733571:1028-2173:1146,(Bla)-CMY,AbR,0.21235495271916977,0.18513945311174332,0,0.440663176265271,0.13297975788774422,0.11593701646708289,0,0.253926701570681,0,0,0,0,0,0,0,0,7.601730153783001,6.627489236079331,0,0.943280977312391,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0,0,0,0,0,0,0,0,99.36675244731033,86.63186787036636,0,0.965095986038394,1.0345338610260661,0.9019475684621318,0,0.93630017452007,12.50643844821226,10.903608062957494,0,0.99912739965096,0.7609466358777511,0.6634233965804275,0,0.760907504363002,5378.263509338747,4688.983007270056,0,0.996509598603839,0.8103428925432652,0.7064890083201957,0,0.885689354275742,79.8798623544394,69.64242576672997,0,0.988656195462478,1.2267391849446716,1.0695197776326681,0,0.912739965095986,0.6652527458722869,0.5799936755643298,0,0.753054101221641,0.4278274671651332,0.37299691993472855,0,0.672774869109948,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.1904028098377324,0.16600070604858955,0,0.397033158813264,0.19066613025928686,0.16623027921472247,0,0.56457242582897,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-53:HQ336940:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,9.84919819924928,8.586920836311482,0,0.988656195462478,0,0,0,0,0,0,0,0,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,110.9794933959719,96.75631507931293,0,0.965968586387435,1.0345338610260661,0.9019475684621318,0,0.93630017452007,12.255752599584396,10.685050217597544,0,0.964223385689354,0.8370412994655263,0.7297657362384703,0,0.760907504363002,5920.8978620260095,5162.073114233656,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,75.34656292532249,65.69011588955736,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-54:HM544039:1-1152:1152,(Bla)-CMY,AbR,0.28313993695889306,0.24556802858533663,0,0.472222222222222,0.26595951577548843,0.2306674031010308,0,0.472222222222222,0,0,0,0,0,0,0,0,10.179708205935498,8.828888296561605,0,0.988715277777778,0,0,0,0,0.057219151524667236,0.049626323958948185,0,0.175347222222222,0.0597624109495255,0.051832099696032544,0,0.175347222222222,0,0,0,0,110.08160105458055,95.47406856425039,0,0.978298611111111,1.0632709127212348,0.9221777213540634,0,0.947916666666667,11.559403020062556,10.025501318354342,0,0.999131944444444,0.8750886312594138,0.7589667226881299,0,0.776909722222222,5979.010675788314,5185.612034508502,0,0.999131944444444,0.9839877980882507,0.8534152628692552,0,0.894097222222222,73.52282177567776,63.766541002322406,0,0.964409722222222,1.2617888759430909,1.0943528845993866,0,0.913194444444444,0.7206904746949775,0.6250567863789944,0,0.7734375,0.35652288930427767,0.30921326045470715,0,0.579861111111111,0.04447337388000479,0.038571876738946055,0,0.175347222222222,0.12693520655848825,0.11009124593103929,0,0.290798611111111,0.11439967815557212,0.09921914844368772,0,0.319444444444444,0.11077252258776354,0.09607330666761803,0,0.314236111111111,0,0,0,0,0.06514060469241649,0.05649662158925977,0,0.175347222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-55:HM544040:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.24581020727274,8.932702883411272,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,111.27879084310236,97.01725444036794,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.89365081823304,10.369355552077618,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,6011.133486264506,5240.744103107672,2,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,74.66917335545445,65.09954085043968,0,0.964223385689354,1.2267391849446716,1.0695197776326681,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-56:HQ322613:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.311912208609984,8.990333224594572,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,113.19429450473724,98.68726635112235,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.949358784594786,10.417923962157607,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,6027.328860591706,5254.8638714836015,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,74.56495957547475,65.00868315211409,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-57:HQ285243:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.24581020727274,8.932702883411272,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,111.87738573736326,97.53913316247858,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.754380902328672,10.247934526877646,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,6009.109064473607,5238.979132060684,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,73.36650110570821,63.963819621367364,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-58:HQ185697:1268-2413:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.311912208609984,8.990333224594572,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,111.87738573736326,97.53913316247858,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,11.810088868690418,10.296502936957635,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,6011.014402629748,5240.64028128138,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,74.2002113455458,64.69068120797371,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.06346760327924413,0.055333568682863245,0,0.176265270506108,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-59:HQ267530:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.179708205935498,8.875072542227976,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,112.29640216334589,97.9044482679561,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,12.032920734137408,10.49077657727759,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,6017.802169811001,5246.558125380122,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,74.66917335545445,65.09954085043968,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
(Bla)CMY-6:AJ011293:1-1146:1146,(Bla)-CMY,AbR,0.28313993695889306,0.24685260414899107,0,0.474694589877836,0.26595951577548843,0.23187403293416578,0,0.469458987783595,0,0,0,0,0,0,0,0,10.24581020727274,8.932702883411272,0,0.988656195462478,0,0,0,0,0.057219151524667236,0.049885921120023755,0,0.176265270506108,0.0597624109495255,0.052103235352681354,0,0.176265270506108,0,0,0,0,111.81752624793717,97.48694529026795,0,0.978184991273996,1.0632709127212348,0.9270016675860798,0,0.947643979057592,12.060774717318282,10.515060782317583,0,0.99912739965096,0.8750886312594138,0.7629369060674918,0,0.775741710296684,6010.984631721058,5240.614325824822,0,0.99912739965096,0.9839877980882507,0.8578795101030947,0,0.893542757417103,74.56495957547475,65.00868315211409,0,0.964223385689354,1.2617888759430909,1.1000774855650302,0,0.912739965095986,0.7206904746949775,0.6283264818613572,0,0.772251308900524,0.35652288930427767,0.31083076661227316,0,0.580279232111693,0.04447337388000479,0.0387736476721925,0,0.176265270506108,0.12693520655848825,0.11066713736572635,0,0.292321116928447,0.11439967815557212,0.0997381675288335,0,0.321116928446771,0.11077252258776354,0.0965758697364982,0,0.315881326352531,0,0,0,0,0.06514060469241649,0.05679215753480078,0,0.176265270506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AbR(Bla)-CMY
