Gen,Group,DataSet,Bichat1.reads,Bichat1.RPK,Bichat1.Uniq,Bichat1.Coverage,Bichat10.reads,Bichat10.RPK,Bichat10.Uniq,Bichat10.Coverage,Bichat11.reads,Bichat11.RPK,Bichat11.Uniq,Bichat11.Coverage,Bichat13.reads,Bichat13.RPK,Bichat13.Uniq,Bichat13.Coverage,Bichat2.reads,Bichat2.RPK,Bichat2.Uniq,Bichat2.Coverage,Bichat3.reads,Bichat3.RPK,Bichat3.Uniq,Bichat3.Coverage,Bichat6.reads,Bichat6.RPK,Bichat6.Uniq,Bichat6.Coverage,Bichat7.reads,Bichat7.RPK,Bichat7.Uniq,Bichat7.Coverage,Bichat9.reads,Bichat9.RPK,Bichat9.Uniq,Bichat9.Coverage,BichatK1.reads,BichatK1.RPK,BichatK1.Uniq,BichatK1.Coverage,BichatK10.reads,BichatK10.RPK,BichatK10.Uniq,BichatK10.Coverage,BichatK11.reads,BichatK11.RPK,BichatK11.Uniq,BichatK11.Coverage,BichatK13.reads,BichatK13.RPK,BichatK13.Uniq,BichatK13.Coverage,BichatK2.reads,BichatK2.RPK,BichatK2.Uniq,BichatK2.Coverage,BichatK3.reads,BichatK3.RPK,BichatK3.Uniq,BichatK3.Coverage,BichatK6.reads,BichatK6.RPK,BichatK6.Uniq,BichatK6.Coverage,BichatK7.reads,BichatK7.RPK,BichatK7.Uniq,BichatK7.Coverage,BichatK9.reads,BichatK9.RPK,BichatK9.Uniq,BichatK9.Coverage,postF266.reads,postF266.RPK,postF266.Uniq,postF266.Coverage,postPIG20.reads,postPIG20.RPK,postPIG20.Uniq,postPIG20.Coverage,postPIG26.reads,postPIG26.RPK,postPIG26.Uniq,postPIG26.Coverage,postPIG29.reads,postPIG29.RPK,postPIG29.Uniq,postPIG29.Coverage,postPIG31.reads,postPIG31.RPK,postPIG31.Uniq,postPIG31.Coverage,postPIG528.reads,postPIG528.RPK,postPIG528.Uniq,postPIG528.Coverage,postPIG94.reads,postPIG94.RPK,postPIG94.Uniq,postPIG94.Coverage,postPIG96.reads,postPIG96.RPK,postPIG96.Uniq,postPIG96.Coverage,preF266.reads,preF266.RPK,preF266.Uniq,preF266.Coverage,prePIG20.reads,prePIG20.RPK,prePIG20.Uniq,prePIG20.Coverage,prePIG26.reads,prePIG26.RPK,prePIG26.Uniq,prePIG26.Coverage,prePIG29.reads,prePIG29.RPK,prePIG29.Uniq,prePIG29.Coverage,prePIG31.reads,prePIG31.RPK,prePIG31.Uniq,prePIG31.Coverage,prePIG528.reads,prePIG528.RPK,prePIG528.Uniq,prePIG528.Coverage,prePIG94.reads,prePIG94.RPK,prePIG94.Uniq,prePIG94.Coverage,prePIG96.reads,prePIG96.RPK,prePIG96.Uniq,prePIG96.Coverage,DataGroup
cmeE:Q0P9M0:Q0P9M0_CAMJE,166,Bac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1563077208801245,1.5583662006450063,26,0.9662618084,0.7616112393509296,1.0264302417100204,12,0.9986504723,0.11439967815557212,0.15417746382014844,3,0.4709851552,0.05538626129388177,0.07464455700102005,1,0.2726045884,0.14425583715016246,0.19441487486851983,2,0.2726045884,0.06514060469241649,0.08779057236313438,1,0.2726045884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac166
modA:P37329:MODA_ECOLI,167,Bac,0,0,0,0,3.191514189305861,4.118082824912933,48,0.9625322997,4.990660388763506,6.439561791950989,67,0.9496124031,0.9495152780359466,1.2251810039191522,17,0.9366925065,0.13220400267448698,0.17058580990320354,2,0.357881137,0.34510736117452456,0.44529982086857306,5,0.6795865633,0.057219151524667236,0.07383116325505105,1,0.2609819121,0.0597624109495255,0.07711278831926945,1,0.2609819121,0.35174111853675694,0.45385950779106576,6,0.7661498708,1.376768256800083,1.776475170062306,23,0.9496124031,1170.9199083713359,1510.8643978984967,40746,0.9819121447,1084.7176670127617,1399.635699371305,38943,0.9987080103,534.641106367708,689.8594920873649,14052,0.9987080103,0.6251890824838154,0.806695590300257,21,0.9031007752,85.02812208186118,109.71370591207652,1469,0.9586563307,27.877186144569524,35.970562767188504,535,0.9612403101,0.9463416569573181,1.2210860089765063,27,0.8397932817,402.755099896847,519.6839998668996,7265,0.976744186,171.1309868660533,220.81417660135997,2400,0.9987080103,581.4004167333026,750.1940861074876,13073,0.9987080103,141.72315812255212,182.8685911258772,2233,0.9987080103,374.69707918555054,483.48010217490565,9826,0.9987080103,232.5115249117157,300.0148708538274,4198,0.9987080103,96.0743875420082,123.9669516671106,1332,0.9987080103,94.3887361993115,121.79191767652843,1449,0.9987080103,42.36894765103855,54.66960987230833,518,0.9987080103,0.30678054019451423,0.3958458583169866,6,0.830749354,1.2419950224492426,1.6025742225138557,34,0.9780361757,0.43380632441902306,0.5597500960266449,6,0.8010335917,0.47504020027694843,0.6129550971312059,9,0.9263565891,0.6260616636305285,0.8078215014617758,8,0.7144702842,0.20315426453051988,0.26213453487907323,4,0.6317829457,0.1876733750097512,0.24215919355874949,3,0.5775193798,0,0,0,0,Bac167
zntA/yhhO:P37617:ATZN_ECOLI,168,Bac,0.07078498423972326,0.03217499283302035,1,0.0918599363,10.638380631019537,4.835627559556149,160,0.9608913142,15.865830788158608,7.211741267346176,213,0.9790814006,4.580014870526331,2.081824941146809,82,0.9558890405,0.13220400267448698,0.0600927284890041,2,0.1641655298,1.2423865002282886,0.564721136466149,18,0.7739881764,0,0,0,0,0,0,0,0,2.1104467112205416,0.959293959643569,36,0.9499772624,0,0,0,0,2.097804773747301,0.9535476244300687,73,0.9372442019,1.5319690749480495,0.6963495795218407,55,0.9586175534,0.9131359630533015,0.41506180138821014,24,0.6612096407,0,0,0,0,0,0,0,0,0.10421377997969916,0.047369899991246044,2,0.0786721237,0,0,0,0,0.49893955940421514,0.22679070881959384,9,0.4588449295,0.7130457786085553,0.32411171755258444,10,0.539790814,0.844994103720091,0.384088228965295,19,0.721691678,0.12693520655848825,0.05769782116352619,2,0.1837198727,1.5253290420742949,0.6933313827603499,40,0.9849931787,0.498476351644936,0.22658015983810376,9,0.5379718054,0.14425583715016246,0.06557083506891137,2,0.1837198727,0.19542181407724946,0.08882809730547192,3,0.250113688,0.08179333523366515,0.03717878873885719,1,0.0918599363,1.227122160778057,0.557782800354127,24,0.7798999545,6.61179703127391,3.00536228694169,181,0.9986357435,1.7352252976760922,0.7887387716716083,24,0.8449295134,4.0114505801164535,1.8233866273280601,76,0.9936334698,1.8781849908915853,0.8537204504059775,24,0.8440200091,0.8634056242547096,0.39245710193534405,17,0.8085493406,1.1260402500585072,0.511836477298184,18,0.7798999545,0.7534657811362737,0.3424844459690765,7,0.5429740791,Bac168
kpnE:C4X7Z3:C4X7Z3_KLEPN,169,Bac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11141593272349451,0.3060877272620415,4,0.7713498623,0,0,0,0,0.178625452138233,0.49072926411553397,6,0.7851239669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac169
asr:P36560:ASR_ECOLI,170,Bac,0,0,0,0,0,0,0,0,0.2979498739560302,0.8841242550638629,4,0.8095238095,0.055853839884467446,0.16573839728076695,1,0.6011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05985948942609056,0.17762459770083291,1,0.4464285714,106.32709127212347,315.51065659383863,3700,0.9970238095,88.04644083474153,261.26540307045036,3161,0.9970238095,46.569934115718375,138.18971547690884,1224,0.9970238095,0.0893127260691165,0.26502292602006594,3,0.8125,6.4248615051644595,19.064870935205736,111,0.9523809524,1.9279549296244345,5.720934509272942,37,0.8988095238,0.03504969099841919,0.10400501779788258,1,0.6011904762,33.98332776830932,100.84073521753793,613,0.9494047619,5.633061651007587,16.715316471835227,79,0.9970238095,34.244497887603686,101.61572073472772,770,0.9970238095,5.013940659060286,14.878162193059563,79,0.9970238095,13.384762344201938,39.717395680123246,351,0.9970238095,8.14178041020062,24.159585786943783,147,0.9970238095,3.750651765904224,11.129530462620536,52,0.9970238095,3.1267490252359913,9.278187018506705,48,0.9970238095,0.8179333523366515,2.4271019357210717,10,0.994047619,0,0,0,0,0.21917559219692517,0.6503726771432843,6,0.9672619048,0,0,0,0,0.05278224447521649,0.15662387084395904,1,0.5744047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac170
pstC:P0AGH8:PSTC_ECOLI,171,Bac,0.14156996847944653,0.14731526376962603,2,0.23125,4.255352252407815,4.428046048290403,64,0.9552083333,7.29977191192274,7.596016557670396,98,975,1.8431767161874257,1.9179778524332614,33,0.9520833333,0.6610200133724349,0.6878460076737815,10,0.7354166667,0.27608588893961966,0.2872902070126506,4,0.5385416667,0.1716574545740017,0.178623782076055,3,0.3260416667,0,0,0,0,1.2310939148786493,1.2810550623109391,21,0.8958333333,32.503702758367176,33.82279163201451,543,0.9364583333,3161.305582882097,3289.599982187396,110008,0.9989583333,2888.263077974329,3005.476668027399,103693,0.9989583333,1358.7082656915186,1413.8483513959604,35711,0.9989583333,344.8364353528588,358.83083803627454,11583,0.946875,310.88226256070556,323.4987123420432,5371,0.9989583333,80.03618302440896,83.28426953632685,1536,0.9739583333,1.6473354769257018,1.7141888417556221,47,0.93125,1097.9996570622095,1142.5594766516244,19806,0.984375,576.0696845378519,599.4481628905878,8079,0.9989583333,2179.9513674761947,2268.419737228092,49017,0.9989583333,466.5503517057236,485.48423694664336,7351,0.9989583333,1369.135348165887,1424.698593304774,35904,0.9989583333,677.4847481467618,704.9789262713432,12232,0.9989583333,295.1474428092324,307.1253307067952,4092,0.9989583333,293.71898655810594,305.63890380656284,4509,0.9989583333,164.7317771606016,171.4170417904316,2014,0.9989583333,0.4601708102917713,0.47884579634731755,9,0.8197916667,2.776224167827719,2.888890913451175,76,0.9989583333,0.6507094866285346,0.6771170516396542,9,0.790625,2.1112897790086596,2.1969716743082164,40,0.9989583333,0.9390924954457927,0.9772034291823306,12,0.9864583333,0.2539428306631499,0.2642485230608786,5,0.7010416667,0.1876733750097512,0.19528967222782498,3,0.4104166667,0.10763796873375339,0.11200621095836326,1,0.2104166667,Bac171
merP:P13113:MERP_SERMA,126,Bac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5985948942609056,2.160992398054351,1,0.7753623188,0.028737051695168506,0.10374386893421546,0,0.5869565217,0.25068584862786264,0.9050030636373269,0,0.8115942029,0.03804733179388756,0.13735498842371882,0,0.365942029,1.2206072562779255,4.406524390894651,18,0.8623188406,0,0,0,0,1.7716342596548857,6.39579155110227,2,0.8623188406,0,0,0,0,0,0,0,0,0,0,0,0,0.04447337388000479,0.1605536963155233,0,0.6992753623,0,0,0,0,0.11439967815557212,0.41299522799665195,0,0.7463768116,0.05538626129388177,0.19995040178024737,0,0.731884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac126
ncrA:Q1KLR2:Q1KLR2_SERMA,68,Bac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03804733179388756,0.02926717830181974,1,0.155504234,0,0,0,0,0,0,0,0,8.337102398375933,6.413155691057208,27,0.4703618168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac68
tolC:P02930:TOLC_ECOLI,173,Bac,0.28313993695889306,0.19015442375006106,4,0.4509408602,10.172951478412433,6.832069495241419,153,0.9576612903,12.960819517087314,8.704378453382429,174,0.9623655914,3.2953765531835795,2.2131474500878916,59,0.9495967742,0.33051000668621744,0.22196776808906055,5,0.3830645161,1.0353220835235737,0.6953136894013043,15,0.7862903226,0.11443830304933447,0.07685581131435482,2,0.2587365591,0.0597624109495255,0.04013593751027167,1,0.1357526882,1.6414585531715324,1.1023898946769843,28,0.8461021505,6.704262815722143,4.502527075704117,112,0.9791666667,3855.8513853026247,2589.5576798540137,134177,0.999327957,3550.0458643687057,2384.181238662663,127452,0.999327957,1791.1161915290506,1202.8987182868032,47076,0.999327957,16.55262523147626,11.116605259554989,556,0.9415322581,336.81323512209,226.20096381604245,5819,0.9811827957,87.38325451297774,58.68586602617746,1677,0.9865591398,2.1380311509035703,1.4358839159877133,61,0.9737903226,1350.6293873072104,907.0714488295571,24363,0.999327957,625.0559295282596,419.7823569699548,8766,0.999327957,2217.3090015353987,1489.1262602655488,49857,0.999327957,572.2873787689443,384.34343772259837,9017,0.999327957,1426.4877201478807,958.017273437127,37408,0.999327957,814.8426761555886,547.2415555108029,14712,0.999327957,366.77046595428806,246.31999056701704,5085,0.999327957,359.3807160880618,241.3570960967489,5517,0.999327957,159.08803702947873,106.8422008257119,1945,0.999327957,0.8180814405187046,0.5494166826848718,16,0.8689516129,3.908631394178499,2.6250042942781544,107,0.9946236559,1.0845158110475577,0.7283517871338395,15,0.8434139785,2.7446767127112577,1.8433020233123338,52,0.9952956989,1.5651541590763212,1.0511444990465864,20,0.9200268817,0.1523656983978899,0.10232753418311746,3,0.3622311828,0.43790454168941945,0.29409304344219495,7,0.5967741935,0.3229139062012602,0.21686629026386586,3,0.3588709677,Bac173
copB:F4ZBX4:F4ZBX4_XANCI,112,Bac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7957846827827169,1.4140036872308157,7,0.902285264,0,0,0,0,0,0,0,0,0,0,0,0,0.238167269517644,0.1875332830840089,2,0.573680063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04447337388000479,0.035018404629784956,0,0.1591804571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac112
emrE/mvrC:P23895:EMRE_ECOLI,175,Bac,0,0,0,0,0.7313886683825931,2.189786432281421,11,0.7987987988,0,0,0,0,0.16756151965340235,0.5016811965646314,3,0.6726726727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05862351975612616,0.1755195202251143,1,0.6066066066,0.23943795770436224,0.7168801128878138,4,0.8948948949,222.3673060172139,665.7703772970482,7738,0.996996997,19.748474075239404,59.12716788993933,709,0.957957958,115.51169932624263,345.84341115641746,3036,0.987987988,0.0893127260691165,0.2674033714631193,3,0.7537537538,4.688412449714606,14.037163023098767,81,0.8528528529,0.5210688998984958,1.5600865266432948,10,0.8348348348,0.17524845499209593,0.5246959730288421,5,0.8468468468,78.832450385866,236.0253005564839,1422,0.9069069069,1.2121778236345442,3.6292749210604844,17,0.996996997,6.582059334240709,19.70676447377503,148,0.996996997,0.952014049188662,2.850341464635534,15,0.996996997,2.7455922757337308,8.220336154889537,72,0.996996997,1.218497748465399,3.648196851695365,22,0.996996997,0.7212791857508123,2.1595185202135245,10,0.984984985,0.3908436281544989,1.1701905034574027,6,0.996996997,0.08179333523366515,0.24489022524657622,1,0.4954954955,0.051130090032419036,0.1530841018910208,1,0.6066066066,0.036529265366154196,0.10936905798074768,1,0.6066066066,0.07230105406983718,0.21647022176251604,1,0.5405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac175
bhsA/ycfR/comC:P0AB40:BHSA_ECOLI,176,Bac,0,0,0,0,0.3324493947193605,1.283588396598564,5,0.8837209302,0,0,0,0,0.055853839884467446,0.21565189144560462,1,0.7364341085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05985948942609056,0.23111771979162432,1,0.7635658915,96.38407138559516,372.1392717590561,3354,0.996124031,61.055931132474996,235.7371858396728,2192,0.996124031,37.40052715339147,144.40357974282438,983,0.996124031,0.0297709086897055,0.11494559339643139,1,0.7829457364,6.4248615051644595,24.806415077853405,111,0.8914728682,1.7195273696650362,6.639101813377089,33,0.8682170543,0,0,0,0,32.87457319185551,126.92885402260872,593,0.988372093,4.0643609380687655,15.692513274395345,57,0.996124031,28.24059241380304,109.03703634673204,635,0.996124031,4.1253942131508685,15.928162985141599,65,0.996124031,9.571439739016201,36.955365787708516,251,0.996124031,5.870943697151468,22.667736282437588,106,0.996124031,2.8129888244281682,10.860960712081434,39,0.996124031,1.4982339079255793,5.784686903188293,23,0.996124031,1.3904866989723077,5.368674513409403,17,0.996124031,0.051130090032419036,0.1974134750284475,1,0.7558139535,0.10958779609846259,0.42311890385464473,3,0.992248062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac176
copB:P05425:COPB_ENTHA,177,Bac,0,0,0,0,0,0,0,0,0.07448746848900754,0.03326818601487351,1,0.04512958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08621115508550552,0.038504312230250685,3,0.09025916,2.5068584862786265,1.1196330890028352,90,0.9450402145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33262637293614344,0.14856023802632373,6,0.4133154602,7.558285253250687,3.3757415155217583,106,0.9669347632,8.53888778496092,3.8137060227621844,192,0.9973190349,7.044903963996098,3.146451078155911,111,0.9696157283,10.677303294520065,4.768782177098329,280,0.9986595174,15.840470730050187,7.074797110338128,286,0.963360143,2.4523492315527617,1.095287731820032,34,0.8190348525,9.575668889785224,4.276761451444715,147,0.964253798,0.7361400171029864,0.3287807133114973,9,0.5759606792,0.15339027009725711,0.06850838324865766,3,0.2622877569,0.036529265366154196,0.01631499123060191,1,0.09025916,0,0,0,0,0,0,0,0,0.23477312386144816,0.1048562411148155,3,0.2582663092,0,0,0,0,0.06255779166991707,0.027940058806826484,1,0.0741733691,0,0,0,0,Bac177
mdtC/yegO:P76399:MDTC_ECOLI,178,Bac,0.21235495271916977,0.06896880568743191,3,0.1647173489,10.505400873131792,3.411952216024553,158,0.9665367122,24.95330194381753,8.104352693671702,332,0.989928525,4.580014870526331,1.4875007699004996,82,0.9437946719,0.33051000668621744,0.10734329544917466,5,0.2800519818,1.0353220835235737,0.3362527065700504,15,0.6686159844,0.057219151524667236,0.018583680262585556,1,0.0656270305,0.1792872328485765,0.05822904606761543,3,0.1968810916,1.817329112439911,0.5902335538926018,31,0.7446393762,12.86979022660947,4.179860417864729,213,0.9870045484,8143.678131687022,2644.9100784952966,283138,0.9996751137,10655.875513641377,3460.8234860803345,380525,0.9996751137,4495.824914092929,1460.157490773929,117471,0.9996751137,50.312835685602295,16.340641664696328,544,0.9892787524,677.5045398013514,220.0404481329497,11621,0.9954515919,259.4923121494509,84.27811372180757,4953,0.9915529565,5.958447469731262,1.9351891749695296,167,0.989928525,2804.594701139916,910.8784349268946,50554,0.9961013645,2008.6499583403004,652.3708861124708,28032,0.9996751137,6463.093059111696,2099.088359568593,144530,0.9996751137,1860.8701281474378,604.3748386318416,29188,0.9996751137,4290.941261485251,1393.615219709402,112006,0.9996751137,2668.288524094048,866.6088093842327,47969,0.9996751137,1086.6070933335989,352.9090916965258,14978,0.9996751137,1205.2966086237823,391.45716421688485,18427,0.9996751137,466.2220108318914,151.41994505745367,5670,0.9996751137,1.1759920707456377,0.3819396137530739,23,0.7631578947,6.209975112246213,2.0168805171309288,170,0.9970760234,1.3014189732570691,0.42267586010237684,18,0.6682910981,5.3310066919968655,1.731408474178794,101,0.9902534113,2.3477312386144815,0.7624979664186783,30,0.8115659519,1.1173484549178594,0.3628932948731837,22,0.8125406108,1.06348245838859,0.3453986548823635,17,0.701754386,0.21527593746750678,0.06991748537899653,2,0.1312540611,Bac178
ybtQ:Q9Z375:Q9Z375_YERPE,179,Bac,0,0,0,0,11.303279420458258,6.265675953689267,170,0.9667221298,1.7132117752471736,0.9496739330657098,23,0.8618968386,4.300745671103994,2.3840053609241623,77,0.9556295064,0.33051000668621744,0.18320953807590956,5,0.4858569052,0.4141288334094295,0.22956143758612585,6,0.4747642818,0.11443830304933447,0.06343586643470786,2,0.2240709928,0,0,0,0,1.5828350334154062,0.8774030118712627,27,0.9400998336,1.496487235652264,0.8295383789655191,25,0.8824181919,1863.6265394833727,1033.0524054785867,64851,0.9994453688,181.77509423838129,100.76224736052312,6526,0.9850249584,859.5653198875077,476.4774500485065,22592,0.9994453688,0.6251890824838154,0.3465571410674859,21,0.9134775374,122.5933033147597,67.95637656028775,2118,0.9994453688,32.14995112373719,17.82148066725999,617,0.9839156961,0.8411925839620605,0.46629300662978923,24,0.7836938436,640.5829565461896,355.09033067970483,11555,0.9889073766,15.47309339580565,8.577102769291542,217,0.9994453688,59.32748075592639,32.88663013077751,1334,0.9994453688,19.23068379361097,10.66002427583782,303,0.9994453688,43.54814415122112,24.139769485155686,1142,0.9994453688,21.656028165907774,12.004450202832796,391,0.9994453688,7.645559368958611,4.2381149495353405,106,0.9988907377,9.575668889785224,5.308020448879999,147,0.9994453688,3.762493420748597,2.085639368481838,46,0.9911259013,0,0,0,0,0.21917559219692517,0.12149423070663928,6,0.5585135885,0,0,0,0,0.26391122237608244,0.14629225187264805,5,0.4120909595,0,0,0,0,0.05078856613262997,0.02815330717112715,1,0.1120354964,0,0,0,0,0,0,0,0,Bac179
evgA:P0ACZ4:EVGA_ECOLI,180,Bac,0,0,0,0,3.4574737050813495,5.612781988769461,52,0.9349593496,3.277448613516332,5.3205334635026675,44,0.9398373984,0.6702460786136094,1.088061815930096,12,0.9089430894,0.19830600401173046,0.3219253311858997,3,0.5609756098,0.27608588893961966,0.448191378148285,4,0.7479674797,0.057219151524667236,0.09288823299592724,1,0.3284552846,0,0,0,0,0.5862351975612615,0.9516805155235081,10,0.9040650407,1.4366277462261734,2.332187899715482,24,0.9479674797,979.5024070298185,1590.1013101133415,34085,0.9983739837,992.7159605663361,1611.551884036261,35640,0.9983739837,473.15661818878567,768.1113931636136,12436,0.9967479675,0.654959991173521,1.0632467389184788,22,0.9073170732,73.39391341034717,119.14596332848807,1268,0.9707317073,25.0113071951278,40.60277142066309,480,0.956097561,0.38554660098261107,0.6258873392559835,11,0.9382113821,347.4836842606245,564.0968900334829,6268,0.9804878049,114.22993373309056,185.4382041121635,1602,0.9983739837,369.9739973077598,600.6071384866218,8319,0.9983739837,85.68126442697957,139.09296173210703,1350,0.9983739837,237.0742663643973,384.8608220201267,6217,0.9983739837,138.5210394959983,224.8718173636317,2501,0.9983739837,74.65239572520908,121.188954099365,1035,0.9983739837,60.841324782717,98.76838438752979,934,0.9983739837,24.129033893931222,39.170509568069846,295,0.9983739837,0.20452036012967614,0.3320135716387526,4,0.7300813008,1.0958779609846259,1.7790226639361282,30,0.9983739837,0.2892042162793487,0.4694873640893823,4,0.7073170732,0.6333869337025979,1.0282255417239685,12,0.9333333333,0.5478039556767124,0.889292135835973,7,0.9365853659,0.10157713226525994,0.16489794199143287,2,0.5463414634,0,0,0,0,0.10763796873375339,0.17473696223263535,1,0.3284552846,Bac180
arsD:P52148:ARSD2_ECOLX,181,Bac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055707966361747255,0.15304386363102074,2,0.6859504132,0.11414199538166268,0.31357691039077196,3,0.6584022039,0,0,0,0,0,0,0,0,0.4689620099086462,1.2883571700800154,9,0.7134986226,0,0,0,0,0,0,0,0,0,0,0,0,0.13342012164001438,0.3665387957161823,3,0.7217630854,0.12693520655848825,0.3487230949405531,2,0.7768595041,0.11439967815557212,0.314284830099318,3,0.9944903581,0.16615878388164532,0.45648017550133846,3,0.867768595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036529265366154196,0.10035512463401786,1,0.5564738292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac181
yodD:P64519:YODD_ECOLI,182,Bac,0,0,0,0,0.06648987894387211,0.29034881635049953,1,0.4473684211,0.1489749369780151,0.6505455763195995,2,0.8333333333,0.055853839884467446,0.2439032309379781,1,0.4429824561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05862351975612616,0.2559979028666901,1,0.7061403509,0,0,0,0,11.810928246714257,51.57610588084797,411,0.9956140351,6.016460367068704,26.272752694622188,216,0.9956140351,5.592957773701471,24.423396391708998,147,0.9035087719,0,0,0,0,0.868224527724927,3.7913734835141817,15,0.8859649123,0.15632066996954874,0.6826230129662785,3,0.8552631579,0,0,0,0,3.0490750852479818,13.314738363529248,55,0.9210526316,0.49913204502598874,2.179615917142655,7,0.9956140351,3.602343284280388,15.730756699913774,81,0.9956140351,0.5712084295131972,2.4943599542081243,9,0.9956140351,1.6778619462817244,7.326908062366891,44,0.9956140351,0.6646351355265813,2.902336836361125,12,0.9956140351,0.2163837557252437,0.944907230239601,3,0.9956140351,0.13028120938483298,0.5689135780965499,2,0.9605263158,0.08179333523366515,0.3571761363936582,1,0.8026315789,0,0,0,0,0.036529265366154196,0.15951644264790268,1,0.8859649123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bac182
