Experiment	Well	Rate	  R	Max OD	 lagTime
Efm_OD_42_new	EFM28_8	0.01245	0.99917	0.729	174.1
Efm_OD_42_new	EFM28_9	0.01302	0.99970	0.721	166.9
Efm_OD_42_new	EFM28_10	0.01295	0.99956	0.719	167.3
Efm_OD_42_new	EFM28_11	0.01266	0.99846	0.770	183.8
Efm_OD_42_new	EFM28_12	0.01275	0.99878	0.750	184.0
Efm_OD_42_new	EFM28_13	0.01266	0.99963	0.726	164.2
Efm_OD_42_new	EFM28_14	0.01279	0.99949	0.741	166.1
Efm_OD_42_new	EFM28_15	0.01293	0.99957	0.718	165.3
Efm_OD_42_new	EFM28_16	0.01325	0.99965	0.727	164.9
Efm_OD_42_new	EFM28_17	0.01254	0.99904	0.707	154.5
Efm_OD_42_new	EFM28_18	0.01258	0.99928	0.725	153.8
Efm_OD_42_new	EFM28_19	0.01241	0.99834	0.721	161.5
Efm_OD_42_new	EFM28_20	0.01220	0.99780	0.731	161.4
Efm_OD_42_new	EFM2s_1	0.01471	0.99862	0.925	103.5
Efm_OD_42_new	EFM2s_2	0.01475	0.99870	0.950	104.6
Efm_OD_42_new	EFM2s_3	0.01475	0.99944	0.927	115.6
Efm_OD_42_new	EFM2s_4	0.01506	0.99947	0.926	118.2
Efm_OD_42_new	EFM2s_5	0.01480	0.99882	0.923	109.6
Efm_OD_42_new	EFM2s_6	0.01474	0.99879	0.930	107.7
Efm_OD_42_new	EFM2s_7	0.01476	0.99855	0.918	102.5
Efm_OD_42_new	EFM2s_8	0.01452	0.99851	0.933	103.7
Efm_OD_42_new	EFM2s_9	0.01474	0.99872	0.927	109.7
Efm_OD_42_new	EFM2s_10	0.01479	0.99845	0.933	110.2
Efm_OD_42_new	EFM2s_11	0.01519	0.99936	0.896	110.5
Efm_OD_42_new	EFM2s_12	0.01551	0.99910	0.883	110.8
Efm_OD_42_new	EFM2s_13	0.01437	0.99861	0.853	115.0
Efm_OD_42_new	EFM2s_14	0.01458	0.99844	0.862	115.5
Efm_OD_42_new	EFM2s_15	0.01455	0.99805	0.855	113.7
Efm_OD_42_new	EFM2s_16	0.01495	0.99767	0.862	115.8
Efm_OD_42_new	EFM2s_17	0.01570	0.99928	0.848	112.4
Efm_OD_42_new	EFM2s_18	0.01488	0.99821	0.857	107.7
Efm_OD_42_new	EFM2s_19	0.01464	0.99797	0.853	112.8
Efm_OD_42_new	EFM2s_20	0.01385	0.99805	0.788	115.1
Efm_OD_42_new	EFM25s_1	0.01525	0.99852	0.899	107.4
Efm_OD_42_new	EFM25s_2	0.01524	0.99852	0.900	106.6
Efm_OD_42_new	EFM25s_3	0.01503	0.99828	0.904	101.3
Efm_OD_42_new	EFM25s_4	0.01543	0.99954	0.894	105.1
Efm_OD_42_new	EFM25s_5	0.01521	0.99847	0.880	100.4
Efm_OD_42_new	EFM25s_6	0.01551	0.99850	0.882	98.9
Efm_OD_42_new	EFM25s_7	0.01569	0.99871	0.889	95.3
Efm_OD_42_new	EFM25s_8	0.01565	0.99876	0.925	94.9
Efm_OD_42_new	EFM25s_9	0.01529	0.99861	0.895	107.3
Efm_OD_42_new	EFM25s_10	0.01559	0.99820	0.906	107.9
Efm_OD_42_new	EFM25s_11	0.01555	0.99878	0.878	106.9
Efm_OD_42_new	EFM25s_12	0.01559	0.99872	0.856	108.8
Efm_OD_42_new	EFM25s_13	0.01551	0.99856	0.871	109.2
Efm_OD_42_new	EFM25s_14	0.01581	0.99842	0.883	110.4
Efm_OD_42_new	EFM25s_15	0.01584	0.99857	0.849	110.4
Efm_OD_42_new	EFM25s_16	0.01594	0.99840	0.869	109.3
Efm_OD_42_new	EFM25s_17	0.01576	0.99834	0.859	108.0
Efm_OD_42_new	EFM25s_18	0.01601	0.99826	0.874	107.5
Efm_OD_42_new	EFM25s_19	0.01571	0.99867	0.867	108.2
Efm_OD_42_new	EFM25s_20	0.01541	0.99872	0.897	107.7
Efm_OD_42_new	EFH1_1	0.01060	0.99956	0.866	133.2
Efm_OD_42_new	EFH1_2	0.01049	0.99959	0.874	134.7
Efm_OD_42_new	EFH1_3	0.01055	0.99972	0.866	131.6
Efm_OD_42_new	EFH1_4	0.01069	0.99963	0.864	131.6
Efm_OD_42_new	EFH1_5	0.01093	0.99958	0.845	131.4
Efm_OD_42_new	EFH1_6	0.01097	0.99960	0.857	130.6
Efm_OD_42_new	EFH1_7	0.01107	0.99954	0.838	114.6
Efm_OD_42_new	EFH1_8	0.01113	0.99954	0.871	112.8
Efm_OD_42_new	EFH1_9	0.01078	0.99964	0.867	130.1
Efm_OD_42_new	EFH1_10	0.01035	0.99956	0.867	132.7
Efm_OD_42_new	EFH1_11	0.01022	0.99953	0.798	120.5
Efm_OD_42_new	EFH1_12	0.01071	0.99930	0.823	125.2
Efm_OD_42_new	EFH1_13	0.01053	0.99935	0.808	124.3
Efm_OD_42_new	EFH1_14	0.01069	0.99911	0.820	125.4
Efm_OD_42_new	EFH1_15	0.01081	0.99914	0.799	119.9
Efm_OD_42_new	EFH1_16	0.01093	0.99914	0.806	119.4
Efm_OD_42_new	EFH1_17	0.01077	0.99928	0.811	115.7
Efm_OD_42_new	EFH1_18	0.01073	0.99936	0.814	115.5
Efm_OD_42_new	EFH1_19	0.01082	0.99934	0.807	125.6
Efm_OD_42_new	EFH1_20	0.01020	0.99954	0.824	117.1
Efm_OD_42_new	EFM3s_1	0.01468	0.99837	0.951	118.0
Efm_OD_42_new	EFM3s_2	0.01501	0.99884	0.960	120.3
Efm_OD_42_new	EFM3s_3	0.01501	0.99866	0.970	123.7
Efm_OD_42_new	EFM3s_4	0.01477	0.99892	0.956	122.7
Efm_OD_42_new	EFM3s_5	0.01481	0.99844	0.939	118.2
Efm_OD_42_new	EFM3s_6	0.01492	0.99830	0.938	117.1
Efm_OD_42_new	EFM3s_7	0.01578	0.99945	0.942	116.3
Efm_OD_42_new	EFM3s_8	0.01527	0.99836	0.974	111.0
Efm_OD_42_new	EFM3s_9	0.01565	0.99964	0.960	132.0
Efm_OD_42_new	EFM3s_10	0.01542	0.99949	0.960	132.3
Efm_OD_42_new	EFM3s_11	0.01432	0.99832	0.881	121.9
Efm_OD_42_new	EFM3s_12	0.01468	0.99818	0.882	123.5
Efm_OD_42_new	EFM3s_13	0.01510	0.99938	0.881	129.9
Efm_OD_42_new	EFM3s_14	0.01459	0.99811	0.885	127.2
Efm_OD_42_new	EFM3s_15	0.01453	0.99834	0.854	126.0
Efm_OD_42_new	EFM3s_16	0.01498	0.99950	0.887	124.0
Efm_OD_42_new	EFM3s_17	0.01512	0.99850	0.864	123.5
Efm_OD_42_new	EFM3s_18	0.01519	0.99852	0.889	121.8
Efm_OD_42_new	EFM3s_19	0.01588	0.99939	0.884	129.8
Efm_OD_42_new	EFM3s_20	0.01550	0.99942	0.880	129.5
Efm_OD_42_new	H182_1	0.01194	0.99946	0.940	148.7
Efm_OD_42_new	H182_2	0.01198	0.99931	0.961	148.7
Efm_OD_42_new	H182_3	0.01197	0.99936	0.955	141.3
Efm_OD_42_new	H182_4	0.01193	0.99929	0.958	142.2
Efm_OD_42_new	H182_5	0.01219	0.99910	0.942	134.9
Efm_OD_42_new	H182_6	0.01231	0.99919	0.936	132.0
Efm_OD_42_new	H182_7	0.01244	0.99936	0.951	123.8
Efm_OD_42_new	H182_8	0.01243	0.99918	0.952	127.0
Efm_OD_42_new	H182_9	0.01229	0.99911	0.950	148.1
Efm_OD_42_new	H182_10	0.01217	0.99923	0.937	147.5
Efm_OD_42_new	H182_11	0.01176	0.99921	0.874	128.1
Efm_OD_42_new	H182_12	0.01204	0.99906	0.905	129.0
Efm_OD_42_new	H182_13	0.01180	0.99857	0.902	140.8
Efm_OD_42_new	H182_14	0.01190	0.99876	0.902	142.5
Efm_OD_42_new	H182_15	0.01204	0.99927	0.887	140.3
Efm_OD_42_new	H182_16	0.01209	0.99916	0.895	135.1
Efm_OD_42_new	H182_17	0.01230	0.99926	0.907	133.2
Efm_OD_42_new	H182_18	0.01239	0.99917	0.910	133.7
Efm_OD_42_new	H182_19	0.01203	0.99902	0.890	144.1
Efm_OD_42_new	H182_20	0.01162	0.99897	0.896	142.9
Efm_OD_42_new	CEf106_1	0.00733	0.99981	0.828	176.1
Efm_OD_42_new	CEf106_2	0.00781	0.99970	0.914	183.5
Efm_OD_42_new	CEf106_3	0.00655	0.99984	0.677	204.3
Efm_OD_42_new	CEf106_4	0.00723	0.99989	0.803	202.4
Efm_OD_42_new	CEf106_5	0.00776	0.99982	0.868	193.9
Efm_OD_42_new	CEf106_6	0.00771	0.99988	0.866	194.7
Efm_OD_42_new	CEf106_7	0.00688	0.99980	0.734	244.0
Efm_OD_42_new	CEf106_8	0.00714	0.99986	0.723	203.4
Efm_OD_42_new	CEf106_9	0.00658	0.99974	0.704	203.3
Efm_OD_42_new	CEf106_10	0.00688	0.99992	0.703	177.5
Efm_OD_42_new	CEf106_11	0.00784	0.99971	0.893	198.2
Efm_OD_42_new	CEf106_12	0.00762	0.99979	0.944	190.5
Efm_OD_42_new	CEf106_13	0.00786	0.99962	0.912	198.5
Efm_OD_42_new	CEf106_14	0.00744	0.99966	0.882	192.2
Efm_OD_42_new	CEf106_15	0.00773	0.99979	0.864	183.0
Efm_OD_42_new	CEf106_16	0.00766	0.99986	0.878	184.0
Efm_OD_42_new	CEf106_17	0.00735	0.99988	0.885	197.9
Efm_OD_42_new	CEf106_18	0.00726	0.99982	0.929	196.9
Efm_OD_42_new	CEf106_19	0.00726	0.99987	0.932	176.4
Efm_OD_42_new	CEf106_20	0.00736	0.99993	0.920	167.6
Efm_OD_42_new	CEf137A_1	0.01468	0.99900	0.827	91.2
Efm_OD_42_new	CEf137A_2	0.01582	0.99937	0.841	95.9
Efm_OD_42_new	CEf137A_3	0.01499	0.99827	0.837	101.5
Efm_OD_42_new	CEf137A_4	0.01485	0.99797	0.840	100.5
Efm_OD_42_new	CEf137A_5	0.01522	0.99848	0.822	92.2
Efm_OD_42_new	CEf137A_6	0.01559	0.99872	0.823	89.7
Efm_OD_42_new	CEf137A_7	0.01553	0.99872	0.820	88.3
Efm_OD_42_new	CEf137A_8	0.01540	0.99881	0.834	87.7
Efm_OD_42_new	CEf137A_9	0.01517	0.99865	0.824	90.5
Efm_OD_42_new	CEf137A_10	0.01484	0.99857	0.822	90.0
Efm_OD_42_new	CEf137A_11	0.01476	0.99856	0.829	96.0
Efm_OD_42_new	CEf137A_12	0.01510	0.99828	0.840	94.6
Efm_OD_42_new	CEf137A_13	0.01489	0.99831	0.832	96.8
Efm_OD_42_new	CEf137A_14	0.01449	0.99825	0.826	97.0
Efm_OD_42_new	CEf137A_15	0.01494	0.99739	0.824	104.7
Efm_OD_42_new	CEf137A_16	0.01513	0.99783	0.832	103.6
Efm_OD_42_new	CEf137A_17	0.01620	0.99903	0.814	101.4
Efm_OD_42_new	CEf137A_18	0.01584	0.99903	0.820	100.5
Efm_OD_42_new	CEf137A_19	0.01517	0.99868	0.814	94.1
Efm_OD_42_new	CEf137A_20	0.01524	0.99838	0.833	91.4
Efm_OD_42_new	CEf169A_1	0.00738	0.99926	0.641	159.2
Efm_OD_42_new	CEf169A_2	0.00750	0.99969	0.643	160.4
Efm_OD_42_new	CEf169A_3	0.00792	0.99974	0.650	162.6
Efm_OD_42_new	CEf169A_4	0.00792	0.99951	0.646	160.9
Efm_OD_42_new	CEf169A_5	0.00741	0.99910	0.600	147.5
Efm_OD_42_new	CEf169A_6	0.00781	0.99947	0.609	147.5
Efm_OD_42_new	CEf169A_7	0.00802	0.99931	0.624	143.6
Efm_OD_42_new	CEf169A_8	0.00820	0.99955	0.665	139.4
Efm_OD_42_new	CEf169A_9	0.00784	0.99964	0.648	155.0
Efm_OD_42_new	CEf169A_10	0.00784	0.99977	0.666	154.9
Efm_OD_42_new	CEf169A_11	0.00771	0.99958	0.672	154.9
Efm_OD_42_new	CEf169A_12	0.00801	0.99960	0.670	153.0
Efm_OD_42_new	CEf169A_13	0.01083	0.99957	0.729	166.2
Efm_OD_42_new	CEf169A_14	0.01063	0.99907	0.746	158.0
Efm_OD_42_new	CEf169A_15	0.00817	0.99952	0.662	161.9
Efm_OD_42_new	CEf169A_16	0.00828	0.99963	0.655	162.1
Efm_OD_42_new	CEf169A_17	0.00965	0.99933	0.695	154.2
Efm_OD_42_new	CEf169A_18	0.00972	0.99924	0.717	153.8
Efm_OD_42_new	CEf169A_19	0.00857	0.99938	0.666	163.3
Efm_OD_42_new	CEf169A_20	0.00848	0.99957	0.683	158.9
Efm_OD_42_new	CEf212A_1	0.00667	0.99953	0.759	114.9
Efm_OD_42_new	CEf212A_2	0.00696	0.99967	0.760	113.5
Efm_OD_42_new	CEf212A_3	0.00703	0.99961	0.783	111.2
Efm_OD_42_new	CEf212A_4	0.00712	0.99960	0.778	114.3
Efm_OD_42_new	CEf212A_5	0.00673	0.99936	0.748	108.7
Efm_OD_42_new	CEf212A_6	0.00689	0.99939	0.750	110.8
Efm_OD_42_new	CEf212A_7	0.00741	0.99958	0.758	115.0
Efm_OD_42_new	CEf212A_8	0.00742	0.99961	0.765	113.9
Efm_OD_42_new	CEf212A_9	0.00738	0.99937	0.772	103.6
Efm_OD_42_new	CEf212A_10	0.00697	0.99946	0.752	108.0
Efm_OD_42_new	CEf212A_11	0.00638	0.99967	0.732	110.1
Efm_OD_42_new	CEf212A_12	0.00677	0.99939	0.739	111.9
Efm_OD_42_new	CEf212A_13	0.00728	0.99958	0.745	125.9
Efm_OD_42_new	CEf212A_14	0.00729	0.99926	0.755	125.2
Efm_OD_42_new	CEf212A_15	0.00710	0.99956	0.742	111.4
Efm_OD_42_new	CEf212A_16	0.00721	0.99933	0.748	109.0
Efm_OD_42_new	CEf212A_17	0.00739	0.99954	0.723	114.0
Efm_OD_42_new	CEf212A_18	0.00733	0.99950	0.706	116.2
Efm_OD_42_new	CEf212A_19	0.00720	0.99965	0.735	94.9
Efm_OD_42_new	CEf212A_20	0.00678	0.99938	0.717	100.4
Efm_OD_42_new	EFM133_1	0.01518	0.99831	0.911	96.4
Efm_OD_42_new	EFM133_2	0.01531	0.99827	0.934	97.3
Efm_OD_42_new	EFM133_3	0.01513	0.99740	0.943	95.7
Efm_OD_42_new	EFM133_4	0.01579	0.99901	0.944	98.4
Efm_OD_42_new	EFM133_5	0.01598	0.99929	0.914	96.2
Efm_OD_42_new	EFM133_6	0.01597	0.99960	0.915	95.4
Efm_OD_42_new	EFM133_7	0.01540	0.99785	0.927	94.2
Efm_OD_42_new	EFM133_8	0.01537	0.99787	0.928	94.1
Efm_OD_42_new	EFM133_9	0.01537	0.99856	0.913	100.2
Efm_OD_42_new	EFM133_10	0.01518	0.99863	0.916	97.4
Efm_OD_42_new	EFM133_11	0.01513	0.99838	0.910	92.9
Efm_OD_42_new	EFM133_12	0.01531	0.99836	0.936	93.5
Efm_OD_42_new	EFM133_13	0.01554	0.99859	0.930	91.8
Efm_OD_42_new	EFM133_14	0.01547	0.99843	0.931	91.3
Efm_OD_42_new	EFM133_15	0.01564	0.99846	0.909	95.3
Efm_OD_42_new	EFM133_16	0.01549	0.99857	0.911	93.9
Efm_OD_42_new	EFM133_17	0.01543	0.99818	0.920	94.4
Efm_OD_42_new	EFM133_18	0.01571	0.99839	0.921	93.8
Efm_OD_42_new	EFM133_19	0.01553	0.99880	0.900	92.3
Efm_OD_42_new	EFM133_20	0.01543	0.99880	0.903	91.3
Efm_OD_42_new	EFM34_1	0.00539	0.99901	0.412	433.8
Efm_OD_42_new	EFM34_2	0.00517	0.99899	0.389	436.2
Efm_OD_42_new	EFM34_3	0.00583	0.99955	0.476	417.6
Efm_OD_42_new	EFM34_4	0.00714	0.99937	0.570	422.9
Efm_OD_42_new	EFM34_5	0.00598	0.99903	0.531	508.4
Efm_OD_42_new	EFM34_6	0.00660	0.99949	0.523	483.6
Efm_OD_42_new	EFM34_7	0.00682	0.99940	0.509	454.0
Efm_OD_42_new	EFM34_8	0.00701	0.99966	0.508	466.8
Efm_OD_42_new	EFM34_9	0.00720	0.99835	0.422	507.8
Efm_OD_42_new	EFM34_10	0.00608	0.99965	0.436	557.3
Efm_OD_42_new	EFM34_11	0.00807	0.99879	0.493	497.4
Efm_OD_42_new	EFM34_12	0.00946	0.99932	0.532	471.3
Efm_OD_42_new	EFM34_13	0.00600	0.99977	0.366	587.8
Efm_OD_42_new	EFM34_14	0.00597	0.99927	0.391	616.5
Efm_OD_42_new	EFM34_15	0.00565	0.99960	0.378	584.8
Efm_OD_42_new	EFM34_16	0.00944	0.99958	0.563	506.2
Efm_OD_42_new	EFM34_17	0.00922	0.99969	0.491	498.8
Efm_OD_42_new	EFM34_18	0.00880	0.99931	0.458	660.7
Efm_OD_42_new	X232_1	0.01164	0.99921	0.892	202.2
Efm_OD_42_new	X232_2	0.01183	0.99931	0.913	201.9
Efm_OD_42_new	X232_3	0.01182	0.99941	0.923	206.3
Efm_OD_42_new	X232_4	0.01217	0.99938	0.938	206.6
Efm_OD_42_new	X232_5	0.01183	0.99954	0.931	234.9
Efm_OD_42_new	X232_6	0.01181	0.99925	0.914	232.9
Efm_OD_42_new	X232_7	0.01135	0.99908	0.898	225.8
Efm_OD_42_new	X232_8	0.01129	0.99908	0.908	225.9
Efm_OD_42_new	X232_9	0.01160	0.99943	0.890	220.5
Efm_OD_42_new	X232_10	0.01118	0.99929	0.906	219.3
Efm_OD_42_new	X232_11	0.01020	0.99890	0.858	243.4
Efm_OD_42_new	X232_12	0.01044	0.99897	0.884	240.0
Efm_OD_42_new	X232_13	0.01087	0.99859	0.868	263.7
Efm_OD_42_new	X232_14	0.01110	0.99912	0.894	262.6
Efm_OD_42_new	X232_15	0.01116	0.99930	0.856	246.4
Efm_OD_42_new	X232_16	0.01116	0.99945	0.872	246.6
Efm_OD_42_new	X232_17	0.01099	0.99934	0.845	246.0
Efm_OD_42_new	X232_18	0.01088	0.99914	0.823	246.1
Efm_OD_42_new	X232_19	0.01085	0.99890	0.858	238.1
Efm_OD_42_new	X232_20	0.01051	0.99926	0.858	235.2
Efm_OD_42_new	X604_1	0.01159	0.99936	0.757	104.5
Efm_OD_42_new	X604_2	0.01146	0.99934	0.738	104.5
Efm_OD_42_new	X604_3	0.01133	0.99927	0.743	107.4
Efm_OD_42_new	X604_4	0.01122	0.99893	0.722	106.5
Efm_OD_42_new	X604_5	0.01127	0.99906	0.738	109.7
Efm_OD_42_new	X604_6	0.01160	0.99920	0.732	114.3
Efm_OD_42_new	X604_7	0.01172	0.99939	0.726	103.0
Efm_OD_42_new	X604_8	0.01173	0.99949	0.740	103.0
Efm_OD_42_new	X604_9	0.01129	0.99932	0.721	112.2
Efm_OD_42_new	X604_10	0.01097	0.99924	0.715	109.7
Efm_OD_42_new	X604_11	0.01013	0.99920	0.712	112.9
Efm_OD_42_new	X604_12	0.01031	0.99921	0.729	113.9
Efm_OD_42_new	X604_13	0.01061	0.99967	0.714	111.8
Efm_OD_42_new	X604_14	0.01073	0.99960	0.726	113.3
Efm_OD_42_new	X604_15	0.01062	0.99959	0.733	114.0
Efm_OD_42_new	X604_16	0.01080	0.99959	0.717	116.8
Efm_OD_42_new	X604_17	0.01052	0.99956	0.694	113.5
Efm_OD_42_new	X604_18	0.01038	0.99942	0.707	109.4
Efm_OD_42_new	X604_19	0.01016	0.99931	0.692	109.2
Efm_OD_42_new	X604_20	0.01031	0.99943	0.706	107.9
Efm_OD_42_new	CEf18_1	0.01010	0.99896	0.831	175.8
Efm_OD_42_new	CEf18_2	0.01033	0.99938	0.847	177.4
Efm_OD_42_new	CEf18_3	0.01036	0.99940	0.838	185.8
Efm_OD_42_new	CEf18_4	0.01048	0.99940	0.839	185.4
Efm_OD_42_new	CEf18_5	0.01039	0.99912	0.823	179.0
Efm_OD_42_new	CEf18_6	0.00990	0.99923	0.823	168.5
Efm_OD_42_new	CEf18_7	0.01076	0.99939	0.826	173.8
Efm_OD_42_new	CEf18_8	0.01074	0.99934	0.839	172.9
Efm_OD_42_new	CEf18_9	0.01010	0.99944	0.774	186.8
Efm_OD_42_new	CEf18_10	0.01007	0.99923	0.841	174.8
Efm_OD_42_new	CEf18_11	0.01039	0.99932	0.833	189.9
Efm_OD_42_new	CEf18_12	0.01051	0.99928	0.847	191.7
Efm_OD_42_new	CEf18_13	0.01060	0.99968	0.847	203.2
Efm_OD_42_new	CEf18_14	0.01071	0.99962	0.855	201.4
Efm_OD_42_new	CEf18_15	0.01086	0.99950	0.821	190.9
Efm_OD_42_new	CEf18_16	0.01101	0.99952	0.832	189.7
Efm_OD_42_new	CEf18_17	0.01087	0.99922	0.846	187.8
Efm_OD_42_new	CEf18_18	0.01079	0.99915	0.847	188.5
Efm_OD_42_new	CEf18_19	0.01034	0.99920	0.830	190.1
Efm_OD_42_new	CEf18_20	0.01017	0.99920	0.834	188.5
Efm_OD_42_new	VnR20_1	0.01076	0.99956	0.853	147.7
Efm_OD_42_new	VnR20_2	0.01087	0.99923	0.864	148.4
Efm_OD_42_new	VnR20_3	0.01085	0.99934	0.869	137.5
Efm_OD_42_new	VnR20_4	0.01092	0.99938	0.884	137.7
Efm_OD_42_new	VnR20_5	0.01090	0.99928	0.865	149.1
Efm_OD_42_new	VnR20_6	0.01084	0.99928	0.878	150.3
Efm_OD_42_new	VnR20_7	0.01135	0.99958	0.874	129.3
Efm_OD_42_new	VnR20_8	0.01150	0.99955	0.872	134.5
Efm_OD_42_new	VnR20_9	0.01133	0.99925	0.777	134.1
Efm_OD_42_new	VnR20_10	0.01141	0.99893	0.843	133.1
Efm_OD_42_new	VnR20_11	0.01105	0.99960	0.843	138.3
Efm_OD_42_new	VnR20_12	0.01126	0.99967	0.849	139.1
Efm_OD_42_new	VnR20_13	0.01075	0.99901	0.858	146.5
Efm_OD_42_new	VnR20_14	0.01151	0.99941	0.858	149.0
Efm_OD_42_new	VnR20_15	0.01134	0.99924	0.844	154.3
Efm_OD_42_new	VnR20_16	0.01118	0.99941	0.815	152.7
Efm_OD_42_new	VnR20_17	0.01118	0.99922	0.839	146.0
Efm_OD_42_new	VnR20_18	0.01140	0.99907	0.845	148.9
Efm_OD_42_new	VnR20_19	0.01129	0.99948	0.824	142.1
Efm_OD_42_new	VnR20_20	0.01106	0.99937	0.839	142.2
Efm_OD_42_new	EFM121_1	0.00823	0.99967	0.778	174.0
Efm_OD_42_new	EFM121_2	0.00848	0.99972	0.804	177.6
Efm_OD_42_new	EFM121_3	0.00830	0.99979	0.815	182.1
Efm_OD_42_new	EFM121_4	0.00842	0.99976	0.824	183.7
Efm_OD_42_new	EFM121_5	0.00757	0.99960	0.652	197.7
Efm_OD_42_new	EFM121_6	0.00709	0.99979	0.634	199.9
Efm_OD_42_new	EFM121_7	0.00847	0.99965	0.766	186.6
Efm_OD_42_new	EFM121_8	0.00857	0.99965	0.793	185.6
Efm_OD_42_new	EFM121_9	0.00852	0.99977	0.801	175.4
Efm_OD_42_new	EFM121_10	0.00791	0.99970	0.739	189.1
Efm_OD_42_new	EFM121_11	0.00884	0.99973	0.816	186.0
Efm_OD_42_new	EFM121_12	0.00890	0.99987	0.828	190.0
Efm_OD_42_new	EFM121_13	0.00898	0.99953	0.848	219.6
Efm_OD_42_new	EFM121_14	0.00896	0.99970	0.857	221.4
Efm_OD_42_new	EFM121_15	0.00878	0.99982	0.766	194.2
Efm_OD_42_new	EFM121_16	0.00904	0.99979	0.781	194.6
Efm_OD_42_new	EFM121_17	0.00902	0.99968	0.800	218.5
Efm_OD_42_new	EFM121_18	0.00918	0.99971	0.818	216.5
Efm_OD_42_new	EFM121_19	0.00895	0.99957	0.796	218.2
Efm_OD_42_new	EFM121_20	0.00873	0.99965	0.795	213.5
Efm_OD_42_new	EFM108_1	0.00924	0.99966	0.811	133.7
Efm_OD_42_new	EFM108_2	0.00922	0.99955	0.814	132.2
Efm_OD_42_new	EFM108_3	0.00751	0.99931	0.799	176.8
Efm_OD_42_new	EFM108_4	0.00881	0.99937	0.812	126.3
Efm_OD_42_new	EFM108_5	0.00933	0.99960	0.791	140.9
Efm_OD_42_new	EFM108_6	0.00950	0.99963	0.809	137.6
Efm_OD_42_new	EFM108_7	0.00952	0.99982	0.801	129.9
Efm_OD_42_new	EFM108_8	0.00921	0.99940	0.812	127.3
Efm_OD_42_new	EFM108_9	0.00942	0.99968	0.821	137.4
Efm_OD_42_new	EFM108_10	0.00934	0.99957	0.794	134.3
Efm_OD_42_new	EFM108_11	0.00994	0.99950	0.805	131.5
Efm_OD_42_new	EFM108_12	0.01029	0.99977	0.816	136.3
Efm_OD_42_new	EFM108_13	0.00992	0.99964	0.822	142.4
Efm_OD_42_new	EFM108_14	0.01005	0.99951	0.836	144.0
Efm_OD_42_new	EFM108_15	0.01010	0.99971	0.809	144.8
Efm_OD_42_new	EFM108_16	0.01023	0.99983	0.814	142.6
Efm_OD_42_new	EFM108_17	0.00997	0.99952	0.798	145.4
Efm_OD_42_new	EFM108_18	0.01002	0.99957	0.814	145.8
Efm_OD_42_new	EFM108_19	0.00982	0.99964	0.791	135.0
Efm_OD_42_new	EFM108_20	0.00993	0.99965	0.819	134.3
Efm_OD_42_new	VnR16_1	0.00920	0.99957	0.810	165.2
Efm_OD_42_new	VnR16_2	0.00919	0.99956	0.829	164.6
Efm_OD_42_new	VnR16_3	0.00991	0.99966	0.815	162.2
Efm_OD_42_new	VnR16_4	0.01001	0.99959	0.798	163.5
Efm_OD_42_new	VnR16_5	0.00999	0.99948	0.789	145.1
Efm_OD_42_new	VnR16_6	0.01000	0.99940	0.799	144.2
Efm_OD_42_new	VnR16_7	0.00995	0.99951	0.793	169.1
Efm_OD_42_new	VnR16_8	0.00985	0.99965	0.796	165.6
Efm_OD_42_new	VnR16_9	0.00942	0.99951	0.797	170.1
Efm_OD_42_new	VnR16_10	0.00968	0.99964	0.847	164.9
Efm_OD_42_new	VnR16_11	0.00941	0.99923	0.824	162.0
Efm_OD_42_new	VnR16_12	0.00927	0.99925	0.836	162.8
Efm_OD_42_new	VnR16_13	0.00962	0.99951	0.826	179.8
Efm_OD_42_new	VnR16_14	0.00912	0.99908	0.805	180.0
Efm_OD_42_new	VnR16_15	0.00880	0.99932	0.634	189.7
Efm_OD_42_new	VnR16_16	0.00947	0.99915	0.774	186.6
Efm_OD_42_new	VnR16_17	0.00977	0.99946	0.805	179.2
Efm_OD_42_new	VnR16_18	0.00978	0.99952	0.819	179.4
Efm_OD_42_new	VnR16_19	0.00914	0.99928	0.813	162.2
Efm_OD_42_new	VnR16_20	0.00945	0.99909	0.839	164.7
Efm_OD_42_new	EFM49_1	0.01093	0.99947	0.812	175.7
Efm_OD_42_new	EFM49_2	0.01087	0.99936	0.810	176.7
Efm_OD_42_new	EFM49_3	0.01092	0.99949	0.796	159.8
Efm_OD_42_new	EFM49_4	0.01071	0.99948	0.776	160.1
Efm_OD_42_new	EFM49_5	0.01054	0.99900	0.734	175.0
Efm_OD_42_new	EFM49_6	0.01061	0.99907	0.798	179.2
Efm_OD_42_new	EFM49_7	0.01080	0.99917	0.796	179.5
Efm_OD_42_new	EFM49_8	0.01089	0.99928	0.802	182.9
Efm_OD_42_new	EFM49_9	0.01065	0.99945	0.802	158.7
Efm_OD_42_new	EFM49_10	0.01089	0.99955	0.817	156.6
Efm_OD_42_new	EFM49_11	0.01140	0.99812	0.822	161.3
Efm_OD_42_new	EFM49_12	0.01136	0.99820	0.789	164.4
Efm_OD_42_new	EFM49_13	0.01143	0.99987	0.799	155.5
Efm_OD_42_new	EFM49_14	0.01154	0.99993	0.803	156.3
Efm_OD_42_new	EFM49_15	0.01165	0.99851	0.799	167.8
Efm_OD_42_new	EFM49_16	0.01196	0.99792	0.797	168.2
Efm_OD_42_new	EFM49_17	0.01139	0.99953	0.814	150.1
