Experiment	Well	Rate	  R	Max OD	 lagTime
Efm_OD_42_new	EFM45_20	0.01121	0.99959	0.920	138.8
Efm_OD_42_new	C1726_1	0.01366	0.99843	0.812	132.5
Efm_OD_42_new	C1726_2	0.01352	0.99840	0.810	133.7
Efm_OD_42_new	C1726_3	0.01373	0.99865	0.806	124.6
Efm_OD_42_new	C1726_4	0.01368	0.99841	0.813	124.9
Efm_OD_42_new	C1726_5	0.01372	0.99857	0.817	124.0
Efm_OD_42_new	C1726_6	0.01381	0.99853	0.820	122.9
Efm_OD_42_new	C1726_7	0.01379	0.99858	0.804	120.3
Efm_OD_42_new	C1726_8	0.01388	0.99881	0.809	122.3
Efm_OD_42_new	C1726_9	0.01359	0.99869	0.800	121.8
Efm_OD_42_new	C1726_10	0.01364	0.99851	0.800	120.2
Efm_OD_42_new	C1726_11	0.01281	0.99838	0.796	122.5
Efm_OD_42_new	C1726_12	0.01280	0.99844	0.790	123.7
Efm_OD_42_new	C1726_13	0.01316	0.99848	0.784	125.6
Efm_OD_42_new	C1726_14	0.01321	0.99853	0.793	124.3
Efm_OD_42_new	C1726_15	0.01373	0.99922	0.793	137.2
Efm_OD_42_new	C1726_16	0.01330	0.99831	0.797	129.1
Efm_OD_42_new	C1726_17	0.01405	0.99933	0.791	132.5
Efm_OD_42_new	C1726_18	0.01352	0.99828	0.799	127.5
Efm_OD_42_new	C1726_19	0.01336	0.99851	0.782	124.3
Efm_OD_42_new	C1726_20	0.01339	0.99866	0.788	123.3
Efm_OD_42_new	C1706_1	0.01329	0.99925	0.944	84.8
Efm_OD_42_new	C1706_2	0.01338	0.99915	0.940	85.1
Efm_OD_42_new	C1706_3	0.01383	0.99918	0.936	84.8
Efm_OD_42_new	C1706_4	0.01312	0.99878	0.939	82.8
Efm_OD_42_new	C1706_5	0.01347	0.99928	0.920	89.8
Efm_OD_42_new	C1706_6	0.01341	0.99932	0.924	91.8
Efm_OD_42_new	C1706_7	0.01320	0.99921	0.928	96.8
Efm_OD_42_new	C1706_8	0.01344	0.99953	0.932	98.8
Efm_OD_42_new	C1706_9	0.01338	0.99964	0.917	92.8
Efm_OD_42_new	C1706_10	0.01346	0.99955	0.925	90.1
Efm_OD_42_new	C1706_11	0.01313	0.99926	0.946	99.4
Efm_OD_42_new	C1706_12	0.01297	0.99902	0.950	100.5
Efm_OD_42_new	C1706_13	0.01308	0.99913	0.937	99.7
Efm_OD_42_new	C1706_14	0.01278	0.99920	0.932	100.3
Efm_OD_42_new	C1706_15	0.01369	0.99900	0.905	93.8
Efm_OD_42_new	C1706_16	0.01368	0.99908	0.940	94.9
Efm_OD_42_new	C1706_17	0.01393	0.99898	0.931	86.3
Efm_OD_42_new	C1706_18	0.01403	0.99906	0.935	87.1
Efm_OD_42_new	C1706_19	0.01368	0.99931	0.912	94.7
Efm_OD_42_new	C1706_20	0.01375	0.99923	0.941	94.5
Efm_OD_42_new	EFH2_1	0.01520	0.99842	0.857	95.7
Efm_OD_42_new	EFH2_2	0.01508	0.99755	0.833	96.7
Efm_OD_42_new	EFH2_3	0.01572	0.99912	0.839	99.9
Efm_OD_42_new	EFH2_4	0.01581	0.99920	0.853	100.1
Efm_OD_42_new	EFH2_5	0.01498	0.99801	0.851	101.2
Efm_OD_42_new	EFH2_6	0.01497	0.99819	0.842	101.7
Efm_OD_42_new	EFH2_7	0.01542	0.99915	0.827	102.2
Efm_OD_42_new	EFH2_8	0.01618	0.99923	0.844	100.4
Efm_OD_42_new	EFH2_9	0.01564	0.99910	0.844	98.6
Efm_OD_42_new	EFH2_10	0.01542	0.99941	0.820	97.1
Efm_OD_42_new	EFH2_11	0.01517	0.99682	0.862	95.9
Efm_OD_42_new	EFH2_12	0.01503	0.99705	0.841	96.7
Efm_OD_42_new	EFH2_13	0.01611	0.99919	0.828	96.1
Efm_OD_42_new	EFH2_14	0.01590	0.99911	0.846	96.3
Efm_OD_42_new	EFH2_15	0.01612	0.99863	0.825	99.4
Efm_OD_42_new	EFH2_16	0.01575	0.99886	0.858	99.7
Efm_OD_42_new	EFH2_17	0.01486	0.99812	0.835	92.2
Efm_OD_42_new	EFH2_18	0.01480	0.99836	0.828	89.5
Efm_OD_42_new	EFH2_19	0.01478	0.99779	0.812	99.2
Efm_OD_42_new	EFH2_20	0.01505	0.99780	0.844	98.7
Efm_OD_42_new	EFM30s_1	0.01273	0.99917	0.775	112.2
Efm_OD_42_new	EFM30s_2	0.01256	0.99942	0.775	112.7
Efm_OD_42_new	EFM30s_3	0.01227	0.99923	0.780	125.5
Efm_OD_42_new	EFM30s_4	0.01245	0.99887	0.785	125.5
Efm_OD_42_new	EFM30s_5	0.01232	0.99896	0.785	122.0
Efm_OD_42_new	EFM30s_6	0.01222	0.99884	0.791	122.4
Efm_OD_42_new	EFM30s_7	0.01250	0.99852	0.791	123.6
Efm_OD_42_new	EFM30s_8	0.01236	0.99886	0.803	123.1
Efm_OD_42_new	EFM30s_9	0.01232	0.99903	0.789	128.0
Efm_OD_42_new	EFM30s_10	0.01228	0.99901	0.817	125.5
Efm_OD_42_new	EFM30s_11	0.01262	0.99919	0.751	108.1
Efm_OD_42_new	EFM30s_12	0.01251	0.99918	0.758	109.2
Efm_OD_42_new	EFM30s_13	0.01399	0.99834	0.798	109.3
Efm_OD_42_new	EFM30s_14	0.01427	0.99821	0.807	107.9
Efm_OD_42_new	EFM30s_15	0.01266	0.99920	0.749	109.8
Efm_OD_42_new	EFM30s_16	0.01251	0.99909	0.756	109.8
Efm_OD_42_new	EFM30s_17	0.01468	0.99943	0.785	112.7
Efm_OD_42_new	EFM30s_18	0.01479	0.99953	0.795	111.9
Efm_OD_42_new	EFM30s_19	0.01316	0.99896	0.792	114.9
Efm_OD_42_new	EFM30s_20	0.01364	0.99901	0.812	111.9
Efm_OD_42_new	CEf166A_1	0.01401	0.99920	0.905	114.5
Efm_OD_42_new	CEf166A_2	0.01382	0.99969	0.894	114.1
Efm_OD_42_new	CEf166A_3	0.01320	0.99949	0.821	129.3
Efm_OD_42_new	CEf166A_4	0.01358	0.99963	0.866	128.3
Efm_OD_42_new	CEf166A_5	0.01331	0.99965	0.853	125.9
Efm_OD_42_new	CEf166A_6	0.01325	0.99976	0.861	124.5
Efm_OD_42_new	CEf166A_7	0.01343	0.99949	0.876	117.3
Efm_OD_42_new	CEf166A_8	0.01345	0.99963	0.856	115.9
Efm_OD_42_new	CEf166A_9	0.01343	0.99951	0.841	127.4
Efm_OD_42_new	CEf166A_10	0.01319	0.99959	0.804	125.8
Efm_OD_42_new	CEf166A_11	0.01408	0.99900	0.910	103.9
Efm_OD_42_new	CEf166A_12	0.01370	0.99929	0.884	100.6
Efm_OD_42_new	CEf166A_13	0.01373	0.99964	0.871	115.6
Efm_OD_42_new	CEf166A_14	0.01371	0.99938	0.877	115.0
Efm_OD_42_new	CEf166A_15	0.01329	0.99906	0.851	114.8
Efm_OD_42_new	CEf166A_16	0.01359	0.99943	0.854	113.3
Efm_OD_42_new	CEf166A_17	0.01369	0.99958	0.870	111.2
Efm_OD_42_new	CEf166A_18	0.01350	0.99970	0.853	110.2
Efm_OD_42_new	CEf166A_19	0.01322	0.99940	0.851	105.1
Efm_OD_42_new	CEf166A_20	0.01355	0.99901	0.879	103.6
Efm_OD_42_new	BM4165_1	0.01280	0.99913	0.760	144.0
Efm_OD_42_new	BM4165_2	0.01267	0.99918	0.759	147.1
Efm_OD_42_new	BM4165_3	0.01230	0.99877	0.741	152.6
Efm_OD_42_new	BM4165_4	0.01209	0.99877	0.737	152.4
Efm_OD_42_new	BM4165_5	0.01280	0.99922	0.751	149.8
Efm_OD_42_new	BM4165_6	0.01294	0.99919	0.754	150.3
Efm_OD_42_new	BM4165_7	0.01283	0.99941	0.720	147.2
Efm_OD_42_new	BM4165_8	0.01306	0.99936	0.766	145.1
Efm_OD_42_new	BM4165_9	0.01244	0.99910	0.747	162.3
Efm_OD_42_new	BM4165_10	0.01225	0.99856	0.781	161.9
Efm_OD_42_new	BM4165_11	0.01386	0.99974	0.786	112.3
Efm_OD_42_new	BM4165_12	0.01317	0.99822	0.793	106.6
Efm_OD_42_new	BM4165_13	0.01280	0.99884	0.758	123.7
Efm_OD_42_new	BM4165_14	0.01303	0.99885	0.769	125.3
Efm_OD_42_new	BM4165_15	0.01352	0.99924	0.755	116.9
Efm_OD_42_new	BM4165_16	0.01339	0.99905	0.763	115.2
Efm_OD_42_new	BM4165_17	0.01310	0.99839	0.744	109.3
Efm_OD_42_new	BM4165_18	0.01330	0.99807	0.745	107.5
Efm_OD_42_new	BM4165_19	0.01327	0.99918	0.744	117.0
Efm_OD_42_new	BM4165_20	0.01354	0.99914	0.776	115.1
Efm_OD_42_new	EFH10_1	0.01541	0.99844	0.865	102.0
Efm_OD_42_new	EFH10_2	0.01520	0.99856	0.836	102.8
Efm_OD_42_new	EFH10_3	0.01231	0.99885	0.798	123.2
Efm_OD_42_new	EFH10_4	0.01230	0.99908	0.797	124.6
Efm_OD_42_new	EFH10_5	0.01500	0.99889	0.818	108.7
Efm_OD_42_new	EFH10_6	0.01515	0.99889	0.825	107.0
Efm_OD_42_new	EFH10_7	0.01523	0.99906	0.817	105.4
Efm_OD_42_new	EFH10_8	0.01498	0.99893	0.805	103.1
Efm_OD_42_new	EFH10_9	0.01497	0.99901	0.820	104.1
Efm_OD_42_new	EFH10_10	0.01521	0.99884	0.843	103.4
Efm_OD_42_new	EFH10_11	0.01485	0.99727	0.836	97.1
Efm_OD_42_new	EFH10_12	0.01512	0.99769	0.841	96.3
Efm_OD_42_new	EFH10_13	0.01512	0.99857	0.831	91.9
Efm_OD_42_new	EFH10_14	0.01501	0.99845	0.825	93.2
Efm_OD_42_new	EFH10_15	0.01578	0.99914	0.822	100.5
Efm_OD_42_new	EFH10_16	0.01632	0.99914	0.823	98.2
Efm_OD_42_new	EFH10_17	0.01614	0.99903	0.810	98.2
Efm_OD_42_new	EFH10_18	0.01636	0.99925	0.822	98.2
Efm_OD_42_new	EFH10_19	0.01523	0.99793	0.815	98.3
Efm_OD_42_new	EFH10_20	0.01548	0.99761	0.848	97.3
Efm_OD_42_new	EFM5s_1	0.01120	0.99967	0.699	95.8
Efm_OD_42_new	EFM5s_2	0.01166	0.99954	0.712	99.8
Efm_OD_42_new	EFM5s_3	0.01176	0.99965	0.701	102.4
Efm_OD_42_new	EFM5s_4	0.01173	0.99953	0.687	101.4
Efm_OD_42_new	EFM5s_5	0.01236	0.99970	0.696	114.2
Efm_OD_42_new	EFM5s_6	0.01232	0.99974	0.691	112.8
Efm_OD_42_new	EFM5s_7	0.01225	0.99958	0.703	113.3
Efm_OD_42_new	EFM5s_8	0.01229	0.99958	0.700	112.7
Efm_OD_42_new	EFM5s_9	0.01156	0.99964	0.700	113.3
Efm_OD_42_new	EFM5s_10	0.01112	0.99979	0.710	109.8
Efm_OD_42_new	EFM5s_11	0.01189	0.99943	0.694	131.9
Efm_OD_42_new	EFM5s_12	0.01234	0.99914	0.718	135.1
Efm_OD_42_new	EFM5s_13	0.01167	0.99972	0.695	109.0
Efm_OD_42_new	EFM5s_14	0.01190	0.99977	0.701	110.0
Efm_OD_42_new	EFM5s_15	0.01261	0.99971	0.686	100.3
Efm_OD_42_new	EFM5s_16	0.01274	0.99982	0.691	98.1
Efm_OD_42_new	EFM5s_17	0.01336	0.99951	0.706	98.2
Efm_OD_42_new	EFM5s_18	0.01342	0.99936	0.719	97.3
Efm_OD_42_new	EFM5s_19	0.01237	0.99962	0.724	95.2
Efm_OD_42_new	EFM5s_20	0.01186	0.99950	0.718	94.0
Efm_OD_42_new	C851_1	0.00903	0.99926	0.685	90.5
Efm_OD_42_new	C851_2	0.00949	0.99962	0.697	95.8
Efm_OD_42_new	C851_3	0.01001	0.99955	0.688	95.7
Efm_OD_42_new	C851_4	0.01000	0.99972	0.696	96.7
Efm_OD_42_new	C851_5	0.01017	0.99949	0.661	111.3
Efm_OD_42_new	C851_6	0.01019	0.99955	0.675	108.4
Efm_OD_42_new	C851_7	0.01004	0.99928	0.678	101.9
Efm_OD_42_new	C851_8	0.01021	0.99920	0.691	101.3
Efm_OD_42_new	C851_9	0.01011	0.99947	0.694	99.9
Efm_OD_42_new	C851_10	0.00973	0.99965	0.689	98.5
Efm_OD_42_new	C851_11	0.00938	0.99977	0.675	93.5
Efm_OD_42_new	C851_12	0.00971	0.99980	0.689	94.8
Efm_OD_42_new	C851_13	0.00970	0.99977	0.686	99.3
Efm_OD_42_new	C851_14	0.00957	0.99960	0.688	98.6
Efm_OD_42_new	C851_15	0.00978	0.99974	0.669	98.5
Efm_OD_42_new	C851_16	0.01011	0.99966	0.675	95.1
Efm_OD_42_new	C851_17	0.01004	0.99975	0.679	90.3
Efm_OD_42_new	C851_18	0.01013	0.99982	0.697	90.7
Efm_OD_42_new	C851_19	0.01015	0.99964	0.683	92.9
Efm_OD_42_new	C851_20	0.00980	0.99985	0.700	91.8
Efm_OD_42_new	C1718_1	0.01265	0.99901	0.851	80.1
Efm_OD_42_new	C1718_2	0.01366	0.99948	0.883	86.2
Efm_OD_42_new	C1718_3	0.01350	0.99945	0.874	96.2
Efm_OD_42_new	C1718_4	0.01365	0.99944	0.868	95.5
Efm_OD_42_new	C1718_5	0.01380	0.99959	0.868	96.3
Efm_OD_42_new	C1718_6	0.01384	0.99984	0.861	96.8
Efm_OD_42_new	C1718_7	0.01350	0.99970	0.877	97.8
Efm_OD_42_new	C1718_8	0.01369	0.99976	0.868	97.4
Efm_OD_42_new	C1718_9	0.01248	0.99891	0.853	95.6
Efm_OD_42_new	C1718_10	0.01209	0.99933	0.848	92.2
Efm_OD_42_new	C1718_11	0.01366	0.99911	0.865	85.2
Efm_OD_42_new	C1718_12	0.01399	0.99883	0.886	86.2
Efm_OD_42_new	C1718_13	0.01400	0.99913	0.872	87.1
Efm_OD_42_new	C1718_14	0.01427	0.99885	0.882	86.8
Efm_OD_42_new	C1718_15	0.01436	0.99897	0.854	90.7
Efm_OD_42_new	C1718_16	0.01435	0.99909	0.872	90.6
Efm_OD_42_new	C1718_17	0.01426	0.99933	0.865	85.6
Efm_OD_42_new	C1718_18	0.01435	0.99923	0.870	85.7
Efm_OD_42_new	C1718_19	0.01387	0.99893	0.839	88.9
Efm_OD_42_new	C1718_20	0.01307	0.99873	0.857	85.5
Efm_OD_42_new	EFM1s_1	0.01367	0.99804	0.852	105.7
Efm_OD_42_new	EFM1s_2	0.01471	0.99939	0.857	104.5
Efm_OD_42_new	EFM1s_3	0.01460	0.99887	0.865	98.7
Efm_OD_42_new	EFM1s_4	0.01451	0.99875	0.883	99.8
Efm_OD_42_new	EFM1s_5	0.01479	0.99956	0.879	105.6
Efm_OD_42_new	EFM1s_6	0.01493	0.99949	0.878	105.1
Efm_OD_42_new	EFM1s_7	0.01412	0.99876	0.862	106.0
Efm_OD_42_new	EFM1s_8	0.01424	0.99857	0.860	104.8
Efm_OD_42_new	EFM1s_9	0.01360	0.99745	0.876	101.9
Efm_OD_42_new	EFM1s_10	0.01367	0.99811	0.806	104.4
Efm_OD_42_new	EFM1s_11	0.01451	0.99885	0.846	96.7
Efm_OD_42_new	EFM1s_12	0.01463	0.99872	0.861	95.8
Efm_OD_42_new	EFM1s_13	0.01459	0.99873	0.864	98.3
Efm_OD_42_new	EFM1s_14	0.01482	0.99880	0.870	97.5
Efm_OD_42_new	EFM1s_15	0.01473	0.99763	0.872	93.0
Efm_OD_42_new	EFM1s_16	0.01592	0.99917	0.875	95.2
Efm_OD_42_new	EFM1s_17	0.01572	0.99925	0.862	96.0
Efm_OD_42_new	EFM1s_18	0.01598	0.99922	0.868	96.2
Efm_OD_42_new	EFM1s_19	0.01494	0.99821	0.841	95.8
Efm_OD_42_new	EFM1s_20	0.01476	0.99816	0.862	94.6
Efm_OD_42_new	EFM52_1	0.01469	0.99799	0.859	108.6
Efm_OD_42_new	EFM52_2	0.01445	0.99828	0.834	112.2
Efm_OD_42_new	EFM52_3	0.01433	0.99900	0.877	105.2
Efm_OD_42_new	EFM52_4	0.01447	0.99928	0.864	104.8
Efm_OD_42_new	EFM52_5	0.01498	0.99899	0.856	103.0
Efm_OD_42_new	EFM52_6	0.01503	0.99901	0.857	102.5
Efm_OD_42_new	EFM52_7	0.01569	0.99953	0.859	109.8
Efm_OD_42_new	EFM52_8	0.01554	0.99961	0.851	106.7
Efm_OD_42_new	EFM52_9	0.01532	0.99946	0.858	110.8
Efm_OD_42_new	EFM52_10	0.01514	0.99962	0.877	109.7
Efm_OD_42_new	EFM52_11	0.01506	0.99852	0.879	86.4
Efm_OD_42_new	EFM52_12	0.01510	0.99832	0.880	86.6
Efm_OD_42_new	EFM52_13	0.01463	0.99902	0.853	100.1
Efm_OD_42_new	EFM52_14	0.01432	0.99891	0.866	102.1
Efm_OD_42_new	EFM52_15	0.01462	0.99881	0.865	101.8
Efm_OD_42_new	EFM52_16	0.01495	0.99876	0.882	102.5
Efm_OD_42_new	EFM52_17	0.01499	0.99878	0.855	101.1
Efm_OD_42_new	EFM52_18	0.01508	0.99894	0.875	100.7
Efm_OD_42_new	EFM52_19	0.01463	0.99835	0.861	92.4
Efm_OD_42_new	EFM52_20	0.01467	0.99838	0.875	92.2
Efm_OD_42_new	EFM52_21	0.01635	0.99945	0.907	96.4
Efm_OD_42_new	EFM39_1	0.01117	0.99913	0.787	131.9
Efm_OD_42_new	EFM39_2	0.01136	0.99920	0.792	134.8
Efm_OD_42_new	EFM39_3	0.01066	0.99897	0.773	175.8
Efm_OD_42_new	EFM39_4	0.01032	0.99911	0.779	173.4
Efm_OD_42_new	EFM39_5	0.01085	0.99934	0.731	158.6
Efm_OD_42_new	EFM39_6	0.01096	0.99940	0.757	155.4
Efm_OD_42_new	EFM39_7	0.01036	0.99947	0.758	164.6
Efm_OD_42_new	EFM39_8	0.01085	0.99906	0.757	154.9
Efm_OD_42_new	EFM39_9	0.01123	0.99917	0.759	132.7
Efm_OD_42_new	EFM39_10	0.01114	0.99942	0.799	126.8
Efm_OD_42_new	EFM39_11	0.01070	0.99953	0.763	172.9
Efm_OD_42_new	EFM39_12	0.01111	0.99939	0.776	178.6
Efm_OD_42_new	EFM39_13	0.01093	0.99924	0.771	147.2
Efm_OD_42_new	EFM39_14	0.01114	0.99931	0.784	147.2
Efm_OD_42_new	EFM39_15	0.01062	0.99884	0.758	183.1
Efm_OD_42_new	EFM39_16	0.01076	0.99889	0.770	182.4
Efm_OD_42_new	EFM39_17	0.01108	0.99931	0.753	179.1
Efm_OD_42_new	EFM39_18	0.01097	0.99929	0.762	180.9
Efm_OD_42_new	EFM39_19	0.01061	0.99911	0.750	155.6
Efm_OD_42_new	EFM39_20	0.01050	0.99905	0.785	151.5
Efm_OD_42_new	E1651_1	0.00810	0.99983	0.826	176.8
Efm_OD_42_new	E1651_2	0.00842	0.99978	0.817	179.7
Efm_OD_42_new	E1651_3	0.00945	0.99939	0.849	166.8
Efm_OD_42_new	E1651_4	0.00953	0.99946	0.864	168.3
Efm_OD_42_new	E1651_5	0.00969	0.99953	0.912	183.1
Efm_OD_42_new	E1651_6	0.00997	0.99929	0.912	180.5
Efm_OD_42_new	E1651_7	0.00997	0.99933	0.840	192.2
Efm_OD_42_new	E1651_8	0.00994	0.99940	0.850	191.1
Efm_OD_42_new	E1651_9	0.00967	0.99953	0.842	177.4
Efm_OD_42_new	E1651_10	0.00919	0.99958	0.855	175.3
Efm_OD_42_new	E1651_11	0.00844	0.99974	0.841	187.7
Efm_OD_42_new	E1651_12	0.00892	0.99970	0.852	191.9
Efm_OD_42_new	E1651_13	0.00856	0.99978	0.855	204.0
Efm_OD_42_new	E1651_14	0.00864	0.99967	0.832	206.5
Efm_OD_42_new	E1651_15	0.00917	0.99960	0.834	179.8
Efm_OD_42_new	E1651_16	0.00946	0.99962	0.835	180.7
Efm_OD_42_new	E1651_17	0.00954	0.99965	0.852	205.3
Efm_OD_42_new	E1651_18	0.00960	0.99972	0.864	202.9
Efm_OD_42_new	E1651_19	0.00854	0.99984	0.823	181.9
Efm_OD_42_new	E1651_20	0.00807	0.99974	0.828	177.4
Efm_OD_42_new	EFM44_1	0.00886	0.99934	0.574	161.5
Efm_OD_42_new	EFM44_2	0.00890	0.99948	0.563	164.3
Efm_OD_42_new	EFM44_3	0.00908	0.99968	0.569	149.7
Efm_OD_42_new	EFM44_4	0.00913	0.99969	0.571	149.6
Efm_OD_42_new	EFM44_5	0.00900	0.99955	0.569	152.6
Efm_OD_42_new	EFM44_6	0.00908	0.99955	0.574	154.0
Efm_OD_42_new	EFM44_7	0.00884	0.99905	0.573	140.2
Efm_OD_42_new	EFM44_8	0.00917	0.99922	0.578	141.2
Efm_OD_42_new	EFM44_9	0.00915	0.99949	0.577	148.1
Efm_OD_42_new	EFM44_10	0.00920	0.99951	0.581	147.9
Efm_OD_42_new	EFM44_11	0.00943	0.99924	0.559	144.7
Efm_OD_42_new	EFM44_12	0.00911	0.99923	0.575	145.2
Efm_OD_42_new	EFM44_13	0.00914	0.99934	0.562	156.5
Efm_OD_42_new	EFM44_14	0.00903	0.99959	0.575	155.3
Efm_OD_42_new	EFM44_15	0.00908	0.99948	0.551	143.6
Efm_OD_42_new	EFM44_16	0.00932	0.99962	0.575	143.4
Efm_OD_42_new	EFM44_17	0.00922	0.99952	0.568	143.3
Efm_OD_42_new	EFM44_18	0.00946	0.99965	0.575	142.4
Efm_OD_42_new	EFM44_19	0.00927	0.99879	0.562	132.8
Efm_OD_42_new	EFM44_20	0.00953	0.99915	0.574	133.8
Efm_OD_42_new	EFM46_1	0.00993	0.99913	0.781	123.1
Efm_OD_42_new	EFM46_2	0.01021	0.99852	0.788	124.3
Efm_OD_42_new	EFM46_3	0.01046	0.99936	0.791	125.2
Efm_OD_42_new	EFM46_4	0.01063	0.99947	0.791	122.6
Efm_OD_42_new	EFM46_5	0.01045	0.99926	0.795	133.3
Efm_OD_42_new	EFM46_6	0.01053	0.99926	0.801	134.4
Efm_OD_42_new	EFM46_7	0.01048	0.99936	0.786	141.9
Efm_OD_42_new	EFM46_8	0.01038	0.99941	0.792	142.3
Efm_OD_42_new	EFM46_9	0.01064	0.99933	0.787	132.3
Efm_OD_42_new	EFM46_10	0.01021	0.99895	0.797	124.6
Efm_OD_42_new	EFM46_11	0.01063	0.99921	0.800	117.8
Efm_OD_42_new	EFM46_12	0.01089	0.99933	0.806	117.0
Efm_OD_42_new	EFM46_13	0.01067	0.99923	0.802	119.4
Efm_OD_42_new	EFM46_14	0.01073	0.99931	0.813	119.0
Efm_OD_42_new	EFM46_15	0.01086	0.99920	0.790	127.1
Efm_OD_42_new	EFM46_16	0.01069	0.99914	0.804	126.2
Efm_OD_42_new	EFM46_17	0.01069	0.99890	0.781	123.2
Efm_OD_42_new	EFM46_18	0.01057	0.99910	0.797	122.6
Efm_OD_42_new	EFM46_19	0.01105	0.99939	0.784	108.4
Efm_OD_42_new	EFM46_20	0.01086	0.99866	0.795	107.1
Efm_OD_42_new	EFM47_1	0.01047	0.99895	0.748	117.3
Efm_OD_42_new	EFM47_2	0.01079	0.99896	0.826	115.0
Efm_OD_42_new	EFM47_3	0.01082	0.99937	0.759	159.5
Efm_OD_42_new	EFM47_4	0.01066	0.99894	0.830	146.8
Efm_OD_42_new	EFM47_5	0.01094	0.99912	0.822	125.3
Efm_OD_42_new	EFM47_6	0.01096	0.99908	0.822	126.2
Efm_OD_42_new	EFM47_7	0.01119	0.99919	0.816	127.3
Efm_OD_42_new	EFM47_8	0.01116	0.99919	0.815	126.7
Efm_OD_42_new	EFM47_9	0.01055	0.99948	0.718	146.5
Efm_OD_42_new	EFM47_10	0.01049	0.99905	0.812	129.5
Efm_OD_42_new	EFM47_11	0.01005	0.99870	0.838	120.2
Efm_OD_42_new	EFM47_12	0.01096	0.99886	0.846	122.8
Efm_OD_42_new	EFM47_13	0.01086	0.99880	0.823	122.3
Efm_OD_42_new	EFM47_14	0.01104	0.99889	0.833	122.3
Efm_OD_42_new	EFM47_15	0.01098	0.99892	0.821	116.8
Efm_OD_42_new	EFM47_16	0.01120	0.99902	0.824	116.1
Efm_OD_42_new	EFM47_17	0.01140	0.99916	0.839	108.2
Efm_OD_42_new	EFM47_18	0.01141	0.99896	0.836	108.0
Efm_OD_42_new	EFM47_19	0.01097	0.99903	0.819	120.7
Efm_OD_42_new	EFM47_20	0.01117	0.99944	0.832	120.0
Efm_OD_42_new	EFM3_1	0.01156	0.99908	0.785	112.7
Efm_OD_42_new	EFM3_2	0.01131	0.99909	0.767	109.4
Efm_OD_42_new	EFM3_3	0.01150	0.99899	0.767	113.0
Efm_OD_42_new	EFM3_4	0.01169	0.99891	0.781	113.5
Efm_OD_42_new	EFM3_5	0.01104	0.99920	0.769	124.3
Efm_OD_42_new	EFM3_6	0.01108	0.99903	0.769	124.7
Efm_OD_42_new	EFM3_7	0.01118	0.99940	0.752	124.3
Efm_OD_42_new	EFM3_8	0.01137	0.99969	0.763	123.4
Efm_OD_42_new	EFM3_9	0.01121	0.99939	0.752	119.2
Efm_OD_42_new	EFM3_10	0.01177	0.99984	0.782	121.4
Efm_OD_42_new	EFM3_11	0.01068	0.99986	0.761	104.4
Efm_OD_42_new	EFM3_12	0.01064	0.99981	0.736	102.5
Efm_OD_42_new	EFM3_13	0.01087	0.99956	0.761	102.8
Efm_OD_42_new	EFM3_14	0.01071	0.99974	0.788	102.0
Efm_OD_42_new	EFM3_15	0.01050	0.99929	0.768	109.0
Efm_OD_42_new	EFM3_16	0.01081	0.99944	0.764	108.3
Efm_OD_42_new	EFM3_17	0.01125	0.99967	0.756	106.8
Efm_OD_42_new	EFM3_18	0.01096	0.99905	0.766	103.0
Efm_OD_42_new	EFM3_19	0.01084	0.99955	0.755	106.2
Efm_OD_42_new	EFM3_20	0.01083	0.99948	0.763	106.1
Efm_OD_42_new	EFM23_1	0.01158	0.99908	0.874	176.4
Efm_OD_42_new	EFM23_2	0.01163	0.99904	0.877	175.1
Efm_OD_42_new	EFM23_3	0.01172	0.99913	0.878	177.7
Efm_OD_42_new	EFM23_4	0.01181	0.99902	0.869	178.1
Efm_OD_42_new	EFM23_5	0.01189	0.99859	0.814	177.3
Efm_OD_42_new	EFM23_6	0.01171	0.99852	0.838	178.7
Efm_OD_42_new	EFM23_7	0.01157	0.99847	0.829	166.2
Efm_OD_42_new	EFM23_8	0.01183	0.99859	0.838	166.2
Efm_OD_42_new	EFM23_9	0.01209	0.99952	0.809	171.9
Efm_OD_42_new	EFM23_10	0.01162	0.99822	0.828	168.8
Efm_OD_42_new	EFM23_11	0.01148	0.99911	0.789	185.6
Efm_OD_42_new	EFM23_12	0.01180	0.99911	0.826	183.5
Efm_OD_42_new	EFM23_13	0.01159	0.99849	0.821	179.0
Efm_OD_42_new	EFM23_14	0.01186	0.99856	0.844	177.2
Efm_OD_42_new	EFM23_15	0.01185	0.99885	0.818	176.7
Efm_OD_42_new	EFM23_16	0.01180	0.99880	0.836	175.3
Efm_OD_42_new	EFM23_17	0.01151	0.99877	0.823	169.2
Efm_OD_42_new	EFM23_18	0.01158	0.99881	0.836	168.2
Efm_OD_42_new	EFM23_19	0.01150	0.99904	0.790	188.5
Efm_OD_42_new	EFM23_20	0.01149	0.99941	0.827	193.0
Efm_OD_42_new	EFM28_1	0.01200	0.99901	0.712	171.5
Efm_OD_42_new	EFM28_2	0.01229	0.99882	0.726	173.9
Efm_OD_42_new	EFM28_3	0.01215	0.99872	0.731	155.7
Efm_OD_42_new	EFM28_4	0.01242	0.99848	0.740	157.2
Efm_OD_42_new	EFM28_5	0.01212	0.99825	0.721	159.7
Efm_OD_42_new	EFM28_6	0.01219	0.99847	0.721	160.4
Efm_OD_42_new	EFM28_7	0.01230	0.99931	0.726	170.8
